CPM_ID	Chinese_patent_medicine	Pinyin_term	Routes_of_administration
CPM06290	舒更胶囊	Shu Geng Jiao Nang	Oral
CPM06291	舒更片	Shugeng Pian	Oral
CPM06292	舒冠胶囊	Shuguan Jiaonang	Oral
CPM06293	舒冠颗粒	Shuguan Keli	Oral
CPM06294	舒冠片	Shuguan Pian	Oral
CPM06295	舒冠通糖浆	Shuguantong Tangjiang	Oral
CPM06296	舒咳枇杷糖浆	Shuke Pipa Tangjiang	Oral
CPM06297	舒筋除湿胶囊	Shujin Chushi Jiaonang	Oral
CPM06298	舒筋跌打膏	Shujin Dieda Gao	Topical
CPM06299	舒筋定痛胶囊	Shujin Dingtong Jiaonang	Oral
CPM06300	舒筋定痛酒	Shujin Dingtong Jiu	Oral
CPM06301	舒筋定痛片	Shujin Dingtong Pian	Oral
CPM06302	舒筋风湿酒	Shujin Fengshi Jiu	Oral
CPM06303	舒筋活络酒	Shujin Huoluo Jiu	Oral
CPM06304	舒筋活络丸	Shujinhuoluo Wan	Oral
CPM06305	舒筋活络止痛膏	Shujin Huoluo Zhitong Gao	Topical
CPM06306	舒筋活血定痛散	Shujin Huoxue Dingtong San	Oral
CPM06307	舒筋活血胶囊	Shujin Huoxue Jiaonang	Oral
CPM06308	舒筋活血片	Shujin Huoxue Pian	Oral
CPM06309	舒筋活血丸	Shujin Huoxue Wan	Oral
CPM06310	舒筋健腰丸	Shujin Jianyao Wan	Oral
CPM06311	舒筋胶囊	Shujin Jiaonang	Oral
CPM06312	舒筋十二味丸	Shujin Shi’erwei Wan	Oral
CPM06313	舒筋通络颗粒	Shujin Tongluo Keli	Oral
CPM06314	舒筋丸	Shujin Wan	Oral
CPM06315	舒筋止痛酊	Shujin Zhitong Ding	Topical
CPM06316	舒颈合剂	Shujing Heji	Oral
CPM06317	舒康凝胶剂	Shukang Ningjiaoji	Topical
CPM06318	舒康贴膏	Shukang Tiegao	Topical
CPM06319	舒康洗液	Shukang Xiye	Topical
CPM06320	舒乐搽剂	Shule Chaji	Topical
CPM06321	舒乐康胶囊	Shulekang Jiaonang	Oral
CPM06322	舒乐热熨剂	Shule Reyun Ji	Topical
CPM06323	舒灵喉片	Shulinghou Pian	Oral
CPM06324	舒络片	Shuluo Pian	Oral
CPM06325	舒络养肝丸	Shuluo Yanggan Wan	Oral
CPM06326	舒泌通胶囊		Oral
CPM06327	舒泌通颗粒	Shumitong Keli	Oral
CPM06328	舒泌通片	Shumitong Pian	Oral
CPM06329	舒泌通丸	Shumitong Wan	Oral
CPM06330	舒秘胶囊	Shumi Jiaonang	Oral
CPM06331	舒眠胶囊	Shumian Jiaonang	Oral
CPM06332	舒眠片	Shumian Pian	Oral
CPM06333	舒脑欣滴丸	Shunaoxin Diwan	Oral
CPM06334	舒气丸	Shuqi Wan	Oral
CPM06335	舒神灵胶囊	Shushenling Jiaonang	Oral
CPM06336	舒泰丸	Shutai Wan	Oral
CPM06337	舒胃药酒	Shuwei Yaojiu	Oral
CPM06338	舒心安神口服液	Shuxin Anshen Koufuye	Oral
CPM06339	舒心降脂片	Shuxin Jiangzhi Pian	Oral
CPM06340	舒心颗粒	Shuxin Keli	Oral
CPM06341	舒心口服液	Shuxin Koufuye	Oral
CPM06342	舒心宁口服液	Shuxinning Koufuye	Oral
CPM06343	舒心宁片	Shuxinning Pian	Oral
CPM06344	舒心糖浆	Shuxin Tangjiang	Oral
CPM06345	舒心通脉胶囊	Shuxin Tongmai Jiaonang	Oral
CPM06346	舒胸胶囊	Shuxiong Jiaonang	Oral
CPM06347	舒胸颗粒	Shuxiong Keli	Oral
CPM06348	舒胸片	Shuxiong Pian	Oral
CPM06349	舒血宁注射液	Shuxuening Zhusheye	Injection
CPM06350	舒咽清喷雾剂	Shuyanqing Penwuji	Topical
CPM06351	舒阴洁洗剂	Shuyinjie Xiji	Topical
CPM06352	舒郁九宝丸	Shuyu Jiubao Wan	Oral
CPM06353	舒痔丸	Shuzhi Wan	Oral
CPM06354	疏风定痛丸	Shufeng Dingtong Wan	Oral
CPM06355	疏风活络片	Shufeng Huoluo Pian	Oral
CPM06356	疏风活络丸	Shufeng Huoluo Wan	Oral
CPM06357	疏风解毒胶囊	Shufeng Jiedu Jiaonang	Oral
CPM06358	疏风清热胶囊	Shufeng Qingre Jiaonang	Oral
CPM06359	疏风散热胶囊	Shufeng Sanre Jiaonang	Oral
CPM06360	疏风再造丸	Shufeng Zaizao Wan	Oral
CPM06361	疏肝益阳胶囊	Shugan Yiyang Jiaonang	Oral
CPM06362	疏清颗粒	Shuqing Keli	Oral
CPM06363	疏痛安涂膜剂	Shutong'an Tumoji	Topical
CPM06364	疏血通注射液	Shuxuetong Zhusheye	Injection
CPM06365	熟三七片	Shousanqi Pian	Oral
CPM06366	熟三七散	Shu Sanqi San	Oral
CPM06367	熟三七丸	Shusanqi Wan	Oral
CPM06368	暑热感冒颗粒	Shure Ganmao Keli	Oral
CPM06369	暑热康糖浆	Shurekang Tangjiang	Oral
CPM06370	暑湿感冒冲剂	Shushi Ganmao Chongji	Oral
CPM06371	暑湿感冒颗粒	Shushi Ganmao keli	Oral
CPM06372	暑症片	Shuzheng Pian	Oral
CPM06373	薯莨片	Shulang Pian	Oral
CPM06374	薯蓣丸	Shuyu Wan	Oral
CPM06375	术苓健脾胶囊	Zhuling Jianpi Jiaonang	Oral
CPM06376	双百口服液	Shuangbai Koufuye	Oral
CPM06377	双参安神合剂	Shuangshen Anshen Heji	Oral
CPM06378	双参安神糖浆	Shuangshen Anshen Tangjiang	Oral
CPM06379	双参补肾口服液	Shuangshen Bushen Koufuye	Oral
CPM06380	双参补肾助阳胶囊	Shuangshen Bushen Zhuyang Jiaonang	Oral
CPM06381	双参刺五加口服液	Shuangshen Ciwujia Koufuye	Oral
CPM06382	双参活血通络颗粒	Shuangshen Huoxue Tongluo Keli	Oral
CPM06383	双参颗粒	Shuangshen Keli	Oral
CPM06384	双参龙胶囊	Shuangshenlong Jiaonang	Oral
CPM06385	双参益神颗粒	Shuangshen Yishen Keli	Oral
CPM06386	双刺杞口服液	Shuangciqi Koufuye	Oral
CPM06387	双丹膏	Shuangdan Gao	Oral
CPM06388	双丹胶囊	Shuangdan Jiaonang	Oral
CPM06389	双丹颗粒	Shuangdan Keli	Oral
CPM06390	双丹口服液	Shuangdan Koufuye	Oral
CPM06391	双丹明目胶囊	Shuangdan Mingmu Jiaonang	Oral
CPM06392	双丹片	Shuangdan Pian	Oral
CPM06393	双冬胶囊	Shuangdong Jiaonang	Oral
CPM06394	双葛醒脾和胃胶囊	Shuangge Xingpi Hewei Jiaonang	Oral
CPM06395	双骨三子胶囊	Shuanggu Sanzi Jiaonang	Oral
CPM06396	双瓜糖安胶囊	Shuanggua Tang'an Jiaonang	Oral
CPM06397	双红活血胶囊	Shuanghong Huoxue Jiaonang	Oral
CPM06398	双红活血片	Shuanghong Huoxue Pian	Oral
CPM06399	双虎清肝颗粒	Shuanghu Qinggan Keli	Oral
CPM06400	双虎肿痛宁	Shuanghu Zhongtong Ning	Topical
CPM06401	双虎肿痛宁喷雾剂	Shuanghu Zhongtongning Penwuji	Topical
CPM06402	双花百合片	Shuanghua Baihe Pian	Oral
CPM06403	双花草珊瑚含片	Shuanghua Caoshanhu Hanpian	Oral
CPM06404	双黄肠炎分散片	Shuanghuang Changyan Fensan Pian	Oral
CPM06405	双黄连	Shuanghuanglian	Oral
CPM06406	双黄连滴剂	Shuanghuanglian Diji	Topical
CPM06407	双黄连滴丸	Shuanghuanglian Diwan	Oral
CPM06408	双黄连滴眼剂	Shuanghuanglian Diyanji	Topical
CPM06409	双黄连分散片	Shuanghuanglian Fensan Pian	Oral
CPM06410	双黄连粉针剂	Shuanghuanglian Fenzhenji	Injection
CPM06411	双黄连含片	Shuanghuanglian Hanpian	Oral
CPM06412	双黄连胶囊	Shuanghuanglian Jiaonang	Oral
CPM06413	双黄连咀嚼片	Shuanghuanglian Jujuepian	Oral
CPM06414	双黄连颗粒	Shuanghuanglian Keli	Oral
CPM06415	双黄连口服液	Shuanghuanglian Koufuye	Oral
CPM06416	双黄连泡腾片	Shuanghuanglian Paotengpian	Oral
CPM06417	双黄连片	Shuanghuanglian Pian	Oral
CPM06418	双黄连气雾剂	Shuanghuanglian Qiwuji	Topical
CPM06419	双黄连软胶囊	Shuanghuanglian Ruanjiaonang	Oral
CPM06420	双黄连栓	Shuanghuanglian Shuan	Topical
CPM06421	双黄连糖浆	Shuanghuanglian Tangjiang	Oral
CPM06422	双黄连注射液	Shuanghuanglian Zhusheye	Injection
CPM06423	双黄平喘颗粒	Shuanghuang Pingchuan Keli	Oral
CPM06424	双黄祛风丸	Shuanghuang Qufeng Wan	Oral
CPM06425	双黄消炎胶囊	Shuanghuang Xiaoyan Jiaonang	Oral
CPM06426	双黄消炎片	Shuanghuang Xiaoyan Pian	Oral
CPM06427	双活止痛酊	Shuanghuo Zhitong Ding	Topical
CPM06428	双姜胃痛丸	Shuangjiang Weitong Wan	Oral
CPM06429	双解胶囊	Shuangjie Jiaonang	Oral
CPM06430	双金颗粒	Shuangjin Keli	Oral
CPM06431	双金连合剂	Shuangjin Lian Heji	Oral
CPM06432	双金胃肠胶囊	Shuangjin Weichang Jiaonang	Oral
CPM06433	双金胃疡胶囊	Shuangjin Weiyang Jiaonang	Oral
CPM06434	双橘颗粒	Shuangju Keli	Oral
CPM06435	双料喉风含片	Shuangliao Houfeng Hanpian	Oral
CPM06436	双灵油	Shuangling You	Topical
CPM06437	双苓止泻口服液	Shuangling Zhixie Koufuye	Oral
CPM06438	双龙风湿跌打膏	Shuanglong Fengshi Dieda Gao	Topical
CPM06439	双梅喉片	Shuangmei Houpian	Oral
CPM06440	双清合剂	Shuangqing Heji	Oral
CPM06441	双清口服液	Shuangqing Koufuye	Oral
CPM06442	双仁润肠口服液	Shuangren Runchang Koufuye	Oral
CPM06443	双山胶囊	Shuangshan Jiaonang	Oral
CPM06444	双山颗粒	Shuangshan Keli	Oral
CPM06445	双石通淋胶囊	Shuangshi Tonglin Jiaonang	Oral
CPM06446	双虾标风湿油	Shuangxiabiao Fengshi You	Topical
CPM06447	双虾标青草油	Shuangxiabiao Qingcao You	Topical
CPM06448	双香顺气胶囊	Shuangxiang Shunqi Jiaonang	Oral
CPM06449	双辛鼻窦炎颗粒	Shuangxin Bidouyan Keli	Oral
CPM06450	双羊喉痹通颗粒	Shuangyang Houbitong Keli	Oral
CPM06451	双子参洗液	Shuangzishen Xiye	Topical
CPM06452	爽口托疮膜	Shuangkou Tuochuang Mo	Topical
CPM06453	水陆二味片	Shuilu Erwei Pian	Oral
CPM06454	水陆二味丸	Shuilu Erwei Wan	Oral
CPM06455	水牛角解毒丸	Shuiniujiao Jiedu Wan	Oral
CPM06456	水牛角浓缩粉	Shuiniujiao Nongsuo Fen	Oral
CPM06457	水蜈蚣颗粒	Shuiwugong Keli	Oral
CPM06458	水线和胃颗粒	Shuixian Hewei Keli	Oral
CPM06459	水杨梅片	Shuiyangmei Pian	Oral
CPM06460	睡安胶囊	Shui’an Jiaonang	Oral
CPM06461	睡安片	Shui´an Pian	Oral
CPM06462	顺气安神丸	Shunqi Anshen Wan	Oral
CPM06463	顺气补心十一味丸	Shunqi Buxin Shiyiwei Wan	Oral
CPM06464	顺气化痰颗粒	Shunqi Huatan Keli	Oral
CPM06465	顺气化痰片	Shunqi Huatan Pian	Oral
CPM06466	顺气十三味散	Shunqi Shisanwei San	Oral
CPM06467	顺气消食化痰丸	Shunqi Xiaoshi Huatan Wan	Oral
CPM06468	丝白祛斑软膏	Sibai Quban Ruangao	Topical
CPM06469	丝萸养血益肾颗粒	Siyu Yangxue Yishen Keli	Oral
CPM06470	四方胃胶囊	Sifangwei Jiaonang	Oral
CPM06471	四方胃片	Sifangwei Pian	Oral
CPM06472	四红丹	Sihong Dan	Oral
CPM06473	四虎散	Sihu San	Topical
CPM06474	四黄清心丸	Sihuang Qingxin Wan	Oral
CPM06475	四黄泻火片	Sihuang Xiehuo Pian	Oral
CPM06476	四季菜颗粒	Sijicai Keli	Oral
CPM06477	四季菜糖浆	Sijicai Tangjiang	Oral
CPM06478	四季草颗粒	Sijicao Keli	Oral
CPM06479	四季草片	Sijicao Pian	Oral
CPM06480	四季感冒胶囊	Siji Ganmao Jiaonang	Oral
CPM06481	四季感冒片	Siji Ganmao Pian	Oral
CPM06482	四季抗病毒合剂	Siji Kangbingdu Heji	Oral
CPM06483	四季抗病毒胶囊	Siji Kangbingdu Jiaonang	Oral
CPM06484	四季平安油	Siji Ping´an You	Topical
CPM06485	四季青胶囊	Sijiqing Jiaonang	Oral
CPM06486	四季青片	Sijiqing Pian	Oral
CPM06487	四季三黄片	Sijisanhuang Pian	Oral
CPM06488	四季三黄软胶囊	Siji Sanhuang Ruanjiaonang	Oral
CPM06489	四季三黄丸	Siji Sanhuang Wan	Oral
CPM06490	四季消炎喉片	Siji Xiaoyan Houpian	Oral
CPM06491	四季油	Siji You	Topical
CPM06492	四君子袋泡剂	Sijunzi Daipaoji	Oral
CPM06493	四君子合剂	Sijunzi Heji	Oral
CPM06494	四君子颗粒	Sijunzi Keli	Oral
CPM06495	四君子丸	Sijunzi Wan	Oral
CPM06496	四妙丸	Simiao Wan	Oral
CPM06497	四磨汤口服液	Simotang Koufuye	Oral
CPM06498	四逆颗粒	Sini Keli	Oral
CPM06499	四逆散	Sini San	Oral
CPM06500	四逆汤	Sini Tang	Oral
CPM06501	四神片	Sishen Pian	Oral
CPM06502	四神丸	Sishen Wan	Oral
CPM06503	四圣散	Sisheng San	Topical
CPM06504	四十二味疏肝胶囊	Sishi’erwei Shugan Jiaonang	Oral
CPM06505	四时甘和茶	Sishi Ganhe Cha	Oral
CPM06506	四藤片	Siteng Pian	Oral
CPM06507	四味光明盐汤散	Siwei Guangming Yantang San	Oral
CPM06508	四味姜黄汤散	Siwei Jianghuangtang San	Oral
CPM06509	四味脾胃舒颗粒	Siwei Piweishu Keli	Oral
CPM06510	四味脾胃舒片	Siwei Piweishu Pian	Oral
CPM06511	四味生精口服液	Siwei Shengjing Koufuye	Oral
CPM06512	四味通络胶囊	Siwei Tongluo Jiaonang	Oral
CPM06513	四味雪莲花颗粒	Siwei Xuelianhua Keli	Oral
CPM06514	四味益气胶囊	Siwei Yiqi Jiaonang	Oral
CPM06515	四味珍层冰硼滴眼液	Siwei Zhenceng Bingpeng Diyangye	Topical
CPM06516	四味止泻木汤散	Siwei Zhixie Mutang San	Oral
CPM06517	四物膏	Siwu Gao	Oral
CPM06518	四物合剂	Siwu Heji	Oral
CPM06519	四物胶囊	Siwu Jiaonang	Oral
CPM06520	四物颗粒	Siwu Keli	Oral
CPM06521	四物益母丸	Siwu Yimu Wan	Oral
CPM06522	四香祛湿丸	Sixiang Qushi Wan	Oral
CPM06523	四消丸	Sixiao Wan	Oral
CPM06524	四正丸	Sizheng Wan	Oral
CPM06525	四制香附丸	Sizhi Xiangfu Wan	Oral
CPM06526	四子填精胶囊	Sizi Tianjing Jiaonang	Oral
CPM06527	嗣育保胎丸	Siyu Baotai Wan	Oral
CPM06528	松补力胶囊	Songbuli Jiaonang	Oral
CPM06529	松补力口服液	Songbuli Koufuye	Oral
CPM06530	松胆元胡搽剂	Songdanyuanhu Chaji	Topical
CPM06531	松根油吸入剂	Songgenyou Xiruji	Topical
CPM06532	松花散	Songhua San	Topical
CPM06533	松龄血脉康胶囊	Songling Xuemaikang Jiaonang	Oral
CPM06534	松石散	Songshi San	Oral
CPM06535	松石丸	Songshi Wan	Oral
CPM06536	松栀丸	Songzhi Wan	Oral
CPM06537	搜风理肺丸	Soufeng Lifei Wan	Oral
CPM06538	搜风顺气丸	Soufeng Shunqi Wan	Oral
CPM06539	苏冰滴丸	Subing Diwan	Oral
CPM06540	苏菲咳糖浆	Sufeike Tangjiang	Oral
CPM06541	苏肝合剂	Sugan Heji	Oral
CPM06542	苏合丸	Suhe Wan	Oral
CPM06543	苏合香丸	Suhexiang Wan	Oral
CPM06544	苏红络通酊	Suhong Luotong Ding	Topical
CPM06545	苏黄止咳胶囊	Suhuang Zhike Jiaonang	Oral
CPM06546	苏梅爽含片	Sumeishuang Hanpian	Oral
CPM06547	苏南山肚痛丸	Sunanshan Dutong Wan	Oral
CPM06548	苏孜阿甫片	Suzi Afu Pian	Oral
CPM06549	苏子降气丸	Suzi Jiangqi Wan	Oral
CPM06550	苏子油软胶囊	Suziyou Ruanjiaonang	Oral
CPM06551	速感宁胶囊	Suganning Jiaonang	Oral
CPM06552	速克感冒胶囊	Suke Ganmao Jiaonang	Oral
CPM06553	速克感冒片	Suke Ganmao Pian	Oral
CPM06554	速溶阿胶颗粒	Surong Ejiao Keli	Oral
CPM06555	速效救心丸	Suxiao Jiuxin Wan	Oral
CPM06556	速效牛黄丸	Suxiao Niuhuang Wan	Oral
CPM06557	速效心痛滴丸	Suxiao Xintong Diwan	Oral
CPM06558	速效心痛喷雾剂	Suxiao Xintong Penwuji	Topical
CPM06559	速效心痛气雾剂	Suxiao Xintong Qiwuji	Topical
CPM06560	速效牙痛宁酊	Suxiao Yatongning Ding	Topical
CPM06561	速效止泻胶囊	Suxiao Zhixie Jiaonang	Oral
CPM06562	速止水泻颗粒	Suzhi Shuixie Keli	Oral
CPM06563	酸痛喷雾剂	Suantong Penwuji	Topical
CPM06564	酸枣仁合剂	Suanzaoren Heji	Oral
CPM06565	酸枣仁糖浆	Suanzaoren Tangjiang	Oral
CPM06566	酸枣仁油滴丸	Suanzaoren Youdiwan	Oral
CPM06567	缩泉胶囊	Suoquan Jiaonang	Oral
CPM06568	缩泉丸	Suoquan Wan	Oral
CPM06569	锁精丸	Suojing Wan	Oral
CPM06570	锁仙补肾口服液	Suoxian Bushen Koufuye	Oral
CPM06571	锁阳补肾胶囊	Suoyang Bushen Jiaonang	Oral
CPM06572	锁阳固精丸	Suoyang Gujing Wan	Oral
CPM06573	锁阳三味片	Suoyang Sanwei Pian	Oral
CPM06574	胎宝胶囊	Taibao Jiaonang	Oral
CPM06575	胎产金丸	Taichan Jinwan	Oral
CPM06576	太和妙灵丸	Taihe Miaoling Wan	Oral
CPM06577	太极升降丸	Taiji Shengjiang Wan	Oral
CPM06578	太极丸	Taiji Wan	Oral
CPM06579	太阳膏	Taiyang Gao	Topical
CPM06580	太子保心口服液	Taizi Baoxin Koufuye	Oral
CPM06581	太子金颗粒	Taizijin Keli	Oral
CPM06582	痰喘半夏颗粒	Tanchuan Banxia Keli	Oral
CPM06583	痰喘片	Tanchuan Pian	Oral
CPM06584	痰咳净	Tankejing	Oral
CPM06585	痰咳净滴丸	Tankejing Diwan	Oral
CPM06586	痰咳净片	Tankejing Pian	Oral
CPM06587	痰咳净散	Tankejing San	Oral
CPM06588	痰咳清片	Tankeqing Pian	Oral
CPM06589	痰净片	Tanjing Pian	Oral
CPM06590	痰热清注射液	Tanreqing Zhusheye	Injection
CPM06591	痰饮丸	Tanyin Wan	Oral
CPM06592	檀香清肺二十味丸	Tanxiang Qingfei Ershiwei Wan	Oral
CPM06593	唐草片	Tangcao Pian	Oral
CPM06594	糖乐胶囊	Tangle Jiaonang	Oral
CPM06595	糖乐片	Tangle Pian	Oral
CPM06596	糖脉康胶囊	Tangmaikang Jiaonang	Oral
CPM06597	糖脉康颗粒	Tangmaikang Keli	Oral
CPM06598	糖脉康片	Tangmaikang Pian	Oral
CPM06599	糖尿乐胶囊	Tangniaole Jiaonang	Oral
CPM06600	糖尿乐片	Tangniaole Pian	Oral
CPM06601	糖尿灵片	Tangniaoling Pian	Oral
CPM06602	糖泰得合剂	Tangtaide Heji	Oral
CPM06603	糖维胶囊	Tangwei Jiaonang	Oral
CPM06604	糖脂宁胶囊	Tangzhining Jiaonang	Oral
CPM06605	烫疮油	Tangchuang You	Topical
CPM06606	烫火散	Tanghuo San	Topical
CPM06607	烫伤油	Tangshang You	Topical
CPM06608	桃红清血片	Taohong Qingxue Pian	Oral
CPM06609	桃红清血丸	Taohong Qingxue Wan	Oral
CPM06610	桃花散	Taohua San	Oral
CPM06611	桃芪生血胶囊	Taoqi Shengxue Jiaonang	Oral
CPM06612	特灵眼药	Teling Yanyao	Topical
CPM06613	特制狗皮膏	Tezhi Goupi Gao	Topical
CPM06614	藤黄健骨片	Tenghuang Jiangu Pian	Oral
CPM06615	藤黄健骨丸	Tenghuang Jiangu Wan	Oral
CPM06616	藤络宁胶囊	Tengluoning Jiaonang	Oral
CPM06617	提毒散	Tidu San	Topical
CPM06618	体虚感冒合剂	Tixu Ganmao Heji	Oral
CPM06619	天参胶囊	Tianshen Jiaonang	Oral
CPM06620	天蚕胶囊	Tiancan Jiaonang	Oral
CPM06621	天蚕片	Tiancan Pian	Oral
CPM06622	天蟾胶囊	Tianchan Jiaonang	Oral
CPM06623	天丹通络胶囊	Tiandan Tongluo Jiaonang	Oral
CPM06624	天丹通络片	Tiandan Tongluo Pian	Oral
CPM06625	天蛾补肾口服液	Tian'e Bushen Koufuye	Oral
CPM06626	天凤胃痛散	Tianfeng Weitong San	Oral
CPM06627	天癸口服液	Tiangui Koufuye	Oral
CPM06628	天和追风膏	Tianhe Zhuifeng Gao	Topical
CPM06629	天胡荽愈肝片	Tianhusui Yugan Pian	Oral
CPM06630	天黄猴枣散	Tianhuang Houzao San	Oral
CPM06631	天龙拔毒膏	Tianlong Badu Gao	Topical
CPM06632	天麻钩藤颗粒	Tianma Gouteng Keli	Oral
CPM06633	天麻胶囊	Tianma Jiaonang	Oral
CPM06634	天麻灵芝合剂	Tianma Lingzhi Heji	Oral
CPM06635	天麻蜜环菌片	Tianmamihuanjun Pian	Oral
CPM06636	天麻片	Tianma Pian	Oral
CPM06637	天麻祛风补片	Tianma Qufeng Bupian	Oral
CPM06638	天麻首乌胶囊	Tianma Shouwu Jiaonang	Oral
CPM06639	天麻首乌片	Tianma Shouwu Pian	Oral
CPM06640	天麻头风灵胶囊	Tianma Toufengling Jiaonang	Oral
CPM06641	天麻头风灵片	Tianma Toufengling Pian	Oral
CPM06642	天麻头痛片	Tianma Toutong Pian	Oral
CPM06643	天麻丸	Tianma Wan	Oral
CPM06644	天麻醒脑胶囊	Tianma Zhuanggu Wan	Oral
CPM06645	天麻眩晕宁合剂	Tianma Xuanyunning Heji	Oral
CPM06646	天麻眩晕宁颗粒	Tianma Xuanyunning Keli	Oral
CPM06647	天麻壮骨丸	Tianma Zhuanggu Wan	Oral
CPM06648	天麻追风膏	Tianma Zhuifeng Gao	Topical
CPM06649	天麦消渴片	Tianmai Xiaoke Pian	Oral
CPM06650	天芪降糖胶囊	Tianqi Jiangtang Jiaonang	Oral
CPM06651	天杞补肾胶囊	Tianqi Bushen Jiaonang	Oral
CPM06652	天杞合剂	Tianqi Heji	Oral
CPM06653	天蓉益肾合剂	Tianrong Yishen Heji	Oral
CPM06654	天舒胶囊	Tianshu Jiaonang	Oral
CPM06655	天舒片	Tianshu Pian	Oral
CPM06656	天王补心丹	Tianwang Buxin Wan	Oral
CPM06657	天王补心片	Tianwang Buxin Pian	Oral
CPM06658	天王补心丸	Tianwang Buxin Wan	Oral
CPM06659	天王补心液	Tianwang Buxin Ye	Oral
CPM06660	天香酊	Tianxiang Ding	Topical
CPM06661	天一止咳糖浆	Tianyi Zhike Tangjiang	Oral
CPM06662	天芝草胶囊	Tianzhicao Jiaonang	Oral
CPM06663	天智颗粒	Tianzhi Keli	Oral
CPM06664	天紫红女金胶囊	Tianzihong Nvjin Jiaonang	Oral
CPM06665	添精补肾膏	Tianjing Bushen Gao	Oral
CPM06666	田基黄糖浆	Tianjihuang Tangjiang	Oral
CPM06667	田基黄注射液	Tianjihuang Zhusheye	Injection
CPM06668	田七补丸	Tianqi Buwan	Oral
CPM06669	田七跌打风湿软膏	Tianqi Dieda Fengshi Ruangao	Topical
CPM06670	田七花叶颗粒	Tianqi Huaye Keli	Oral
CPM06671	田七颗粒	Tianqi Keli	Oral
CPM06672	田七痛经胶囊	Tianqi Tongjing Jiaonang	Oral
CPM06673	田七痛经散	Tianqi Tongjing San	Oral
CPM06674	田七镇痛膏	Tianqi Zhentong Gao	Topical
CPM06675	甜梦胶囊	Tianmeng Jiaonang	Oral
CPM06676	甜梦口服液	Tianmeng Koufuye	Oral
CPM06677	跳骨片	Tiaogu Pian	Oral
CPM06678	铁棒锤止痛膏	Tiebangchui Zhitong Gao	Topical
CPM06679	铁笛片	Tiedi Pian	Oral
CPM06680	铁笛丸	Tiedi Wan	Oral
CPM06681	铁皮枫斗胶囊	Tiepi Fengdou Jiaonang	Oral
CPM06682	铁皮枫斗颗粒	Tiepi Fengdou Keli	Oral
CPM06683	铁帚清浊丸	Tiezhou Qingzhuo Wan	Oral
CPM06684	葶贝胶囊	Tingbei Jiaonang	Oral
CPM06685	葶苈草颗粒	Tinglicao Keli	Oral
CPM06686	葶苈降血脂胶囊	Tingli Jiangxuezhi Jiaonang	Oral
CPM06687	葶苈降血脂颗粒	Tingli Jiangxuezhi Keli	Oral
CPM06688	葶苈降血脂片	Tingli Jiangxuezhi Pian	Oral
CPM06689	通鼻抗感剂	Tongbi Kanggan Ji	Topical
CPM06690	通痹胶囊	Tongbi Jiaonang	Oral
CPM06691	通痹片	Tongbi Pian	Oral
CPM06692	通便灵茶	Tongbianling Cha	Oral
CPM06693	通便灵胶囊	Tingbianling Jiaonang	Oral
CPM06694	通便宁片	Tongbianning Pian	Oral
CPM06695	通便片	Tongbian Pian	Oral
CPM06696	通便消痤胶囊	Tongbian Xiaocuo Jiaonang	Oral
CPM06697	通达滴鼻剂	Tongda Dibiji	Topical
CPM06698	通迪胶囊	Tongdi Jiaonang	Oral
CPM06699	通关散	Tongguan San	Topical
CPM06700	通经甘露丸	Tongjng Ganlu Wan	Oral
CPM06701	通乐颗粒	Tongle Keli	Oral
CPM06702	通淋胶囊	Tonglin Jiaonang	Oral
CPM06703	通络骨质宁膏	Tongluo Guzhining Gao	Topical
CPM06704	通络活血胶囊	Tongluo Huoxue Jiaonang	Oral
CPM06705	通络活血丸	Tongluo Huoxue Wan	Oral
CPM06706	通络开痹片	Tongluo Kaibi Pian	Oral
CPM06707	通络祛痛膏	Tongluo Qutong Gao	Topical
CPM06708	通络生乳糖浆	Tongluo Shengru Tangjiang	Oral
CPM06709	通络下乳口服液	Tongluo Xiaru Koufuye	Oral
CPM06710	通络止痛胶囊	Tongluo Zhitong Jiaonang	Oral
CPM06711	通络止痛药酒	Tuoluozhitong Yaojiu	Oral
CPM06712	通脉冲剂	Tongmai Chongji	Oral
CPM06713	通脉刺五加胶囊	Tongmai Ciwujia Jiaonang	Oral
CPM06714	通脉降糖胶囊	Tongmai Jiangtang Jiaonang	Oral
CPM06715	通脉降脂胶囊	Tongmai Jiangzhi Jiaonang	Oral
CPM06716	通脉降脂片	Tongmai Jiangzhi Pian	Oral
CPM06717	通脉胶囊	Tongmai Jiaonang	Oral
CPM06718	通脉颗粒	Tongmai Keli	Oral
CPM06719	通脉口服液	Tongmai Koufuye	Oral
CPM06720	通脉灵片	Tongmailing Pian	Oral
CPM06721	通脉片	Tongmai Pian	Oral
CPM06722	通脉强肾酒	Tongmai Qiangshen Jiu	Oral
CPM06723	通脉养心丸	Tongmai Yangxin Wan	Oral
CPM06724	通窍阿亚然及派克日片	Tongqiao Ayaranjipaikeri Pian	Oral
CPM06725	通窍鼻炎胶囊	Tongqiao Biyan Jiaonang	Oral
CPM06726	通窍鼻炎颗粒	Tongqiao Biyan Keli	Oral
CPM06727	通窍鼻炎片	Tongqiao Biyan Pian	Oral
CPM06728	通窍耳聋丸	Tongqiao Erlong Wan	Oral
CPM06729	通窍救心油	Tongqiao Jiuxin You	Oral
CPM06730	通窍益心丸	Tongqiao Yixin Wan	Oral
CPM06731	通乳颗粒	Tongru Keli	Oral
