CPM_ID	Chinese_patent_medicine	Pinyin_term	Routes_of_administration
CPM02329	肝得乐胶囊	Gandele Jiaonang	Oral
CPM02330	肝得治胶囊	Gandezhi Jiaonang	Oral
CPM02331	肝得治片	Gandezhi Pian	Oral
CPM02332	肝毒净颗粒	Gandijing Keli	Oral
CPM02333	肝毒净丸	Gandujing Wan	Oral
CPM02334	肝福颗粒	Ganfu Keli	Oral
CPM02335	肝复康丸	Ganfukang Wan	Oral
CPM02336	肝复颗粒	Ganfu Keli	Oral
CPM02337	肝复乐胶囊	Ganfule Jiaonang	Oral
CPM02338	肝复乐片	Ganfule Pian	Oral
CPM02339	肝加欣胶囊	Ganjiaxin Jiaonang	Oral
CPM02340	肝加欣片	Ganjiaxin Pian	Oral
CPM02341	肝健胶囊	Ganjian Jiaonang	Oral
CPM02342	肝康颗粒	Gankang Keli	Oral
CPM02343	肝康宁片	Gankangning Pian	Oral
CPM02344	肝康片	Gankang Pian	Oral
CPM02345	肝乐欣胶囊	Ganlexin Jiaonang	Oral
CPM02346	肝络欣丸	Ganluoxin Wan	Oral
CPM02347	肝宁胶囊	Ganning Jiaonang	Oral
CPM02348	肝宁片	Ganning Pian	Oral
CPM02349	肝脾康胶囊	Ganpikang Jiaonang	Oral
CPM02350	肝肾安颗粒	Ganshen´an Keli	Oral
CPM02351	肝肾安糖浆	Ganshen’an Tangjiang	Oral
CPM02352	肝肾补颗粒	Ganshenbu Keli	Oral
CPM02353	肝肾补糖浆	Ganshenbu Tangjiang	Oral
CPM02354	肝肾膏	Ganshen Gao	Oral
CPM02355	肝肾康糖浆	Ganshenkang Tangjiang	Oral
CPM02356	肝肾颗粒	Ganshen Keli	Oral
CPM02357	肝肾滋	Ganshen Zi	Oral
CPM02358	肝舒胶囊	Ganshu Jiaonang	Oral
CPM02359	肝舒乐颗粒	Ganshule Keli	Oral
CPM02360	肝舒宁颗粒	Ganshuning Keli	Oral
CPM02361	肝舒片	Ganshu Pian	Oral
CPM02362	肝爽颗粒	Ganshuang Keli	Oral
CPM02363	肝苏分散片	Gansu Fensanpian	Oral
CPM02364	肝苏糖浆	Gansu Tangjiang	Oral
CPM02365	肝速康胶囊	Gansukang Jiaonang	Oral
CPM02366	肝速康片	Gansukang Pian	Oral
CPM02367	肝泰颗粒	Gantai Keli	Oral
CPM02368	肝泰舒胶囊	Gantaishu Jiaonang	Oral
CPM02369	肝维康片	Ganweikang Pian	Oral
CPM02370	肝胃气痛片	Ganwei Qitong Pian	Oral
CPM02371	肝喜乐胶囊	Ganxile Jiaonang	Oral
CPM02372	肝喜乐颗粒	Ganxile Keli	Oral
CPM02373	肝喜乐片	Ganxile Pian	Oral
CPM02374	肝欣泰注射液	Ganxintai Zhusheye	Injection
CPM02375	肝炎康复丸	Ganyan Kangfu Wan	Oral
CPM02376	肝友胶囊	Ganyou Jiaonang	Oral
CPM02377	肝郁调经膏	Ganyu Tiaojing Gao	Oral
CPM02378	肝悦片	Ganyue Pian	Oral
CPM02379	疳积散	Ganji San	Oral
CPM02380	感咳双清胶囊	Ganke Shuangqing Jiaonang	Oral
CPM02381	感冒安片	Ganmao'an Pian	Oral
CPM02382	感冒滴丸	Ganmao Diwan	Oral
CPM02383	感冒咳嗽冲剂	Ganmao Kesou Chongji	Oral
CPM02384	感冒咳嗽胶囊	Ganmao Kesou Jiaonang	Oral
CPM02385	感冒咳嗽颗粒	Ganmao Kesou Keli	Oral
CPM02386	感冒咳嗽片	Ganmao Kesou Pian	Oral
CPM02387	感冒胶囊	Ganmao Jiaonang	Oral
CPM02388	感冒解表丸	Ganmao Jiebiao Wan	Oral
CPM02389	感冒解毒颗粒	Ganmao Jiedu Keli	Oral
CPM02390	感冒解毒灵茶	Ganmao Jieduling Cha	Oral
CPM02391	感冒解毒灵颗粒	Ganmao Jieduling Keli	Oral
CPM02392	感冒解毒片	Ganmao Jiedu Pian	Oral
CPM02393	感冒解热冲剂	Ganmao Jiere Chongji	Oral
CPM02394	感冒解热颗粒	Ganmao Jiere Keli	Oral
CPM02395	感冒解痛散	Ganmao Jietong San	Oral
CPM02396	感冒康胶囊	Ganmaokang Jiaonang	Oral
CPM02397	感冒康片	Ganmaokang Pian	Oral
CPM02398	感冒颗粒	Ganmao Keli	Oral
CPM02399	感冒灵冲剂	Ganmaoling Chongji	Oral
CPM02400	感冒灵胶囊	Ganmaoling Jiaonang	Oral
CPM02401	感冒灵颗粒	Ganmaoling Keli	Oral
CPM02402	感冒灵片	Ganmaoling Pian	Oral
CPM02403	感冒片	Ganmao Pian	Oral
CPM02404	感冒清胶囊	Ganmaoqing Jiaonang	Oral
CPM02405	感冒清解颗粒	Ganmao Qingjie Keli	Oral
CPM02406	感冒清片	Ganmaoqing Pian	Oral
CPM02407	感冒清热胶囊	Ganmao Qingre Jiaonang	Oral
CPM02408	感冒清热咀嚼片	Ganmao Qingre Jujuepian	Oral
CPM02409	感冒清热颗粒	Ganmao Qingre Keli	Oral
CPM02410	感冒清热口服液	Ganmao Qingre Koufuye	Oral
CPM02411	感冒清热片	Ganmao Qingre Pian	Oral
CPM02412	感冒清热软胶囊	Ganmao Qingre Ruanjiaonang	Oral
CPM02413	感冒软胶囊	Ganmao Ruanjiaonang	Oral
CPM02414	感冒伤风咳茶	Ganmao Shangfengke Cha	Oral
CPM02415	感冒舒颗粒	Ganmaoshu Keli	Oral
CPM02416	感冒疏风胶囊	Ganmao Shufeng Jiaonang	Oral
CPM02417	感冒疏风颗粒	Ganmao Shufeng Keli	Oral
CPM02418	感冒疏风片	Ganmao Shufeng Pian	Oral
CPM02419	感冒疏风丸	Ganmao Shufeng wan	Oral
CPM02420	感冒水	Ganmao Shui	Oral
CPM02421	感冒退热咀嚼片	Ganmao Tuire Jujuepian	Oral
CPM02422	感冒退热颗粒	Ganmao Tuire Keli	Oral
CPM02423	感冒退热口服液	Ganmao Tuire Koufuye	Oral
CPM02424	感冒退热泡腾片	Ganmao Tuire Paotengpian	Oral
CPM02425	感冒退烧片	Ganmao Tuishao Pian	Oral
CPM02426	感冒丸	Ganmao Wan	Oral
CPM02427	感冒消炎片	Ganmao Xiaoyan Pian	Oral
CPM02428	感冒炎咳灵颗粒	Ganmao Yankeling Keli	Oral
CPM02429	感冒炎咳灵片	Ganmao Yankeling Pian	Oral
CPM02430	感冒炎咳灵糖浆	Ganmao Yankeling Tangjiang	Oral
CPM02431	感冒药片	Ganmao Yaopian	Oral
CPM02432	感冒止咳合剂	Ganmao Zhike Heji	Oral
CPM02433	感冒止咳胶囊	Ganmao Zhike Jiaonang	Oral
CPM02434	感冒止咳颗粒	Ganmao Zhike Keli	Oral
CPM02435	感冒止咳片	Ganmao Zhike Pian	Oral
CPM02436	感冒止咳糖浆	Ganmao Zhike Tangjiang	Oral
CPM02437	感清糖浆	Ganqing Tangjiang	Oral
CPM02438	感速康胶囊	Gansukang Jiaonang	Oral
CPM02439	感速康片	Gansukang Pian	Oral
CPM02440	感特灵胶囊	Ganteling Jiaonang	Oral
CPM02441	感特灵片	Ganteling Pian	Oral
CPM02442	感通片	Gantong Pian	Oral
CPM02443	感愈胶囊	Ganyu Jiaonang	Oral
CPM02444	橄榄晶冲剂	Ganlanjing Chongji	Oral
CPM02445	肛安	Gang’an	Topical
CPM02446	肛安软膏	Gang’an Ruangao	Topical
CPM02447	肛安栓	Gang’an Shuan	Topical
CPM02448	肛康穆库利片	Gangkangmukuli Pian	Oral
CPM02449	肛舒颗粒	Gangshu Keli	Oral
CPM02450	肛泰	Gangtai	Topical
CPM02451	肛泰脐贴	Gangtai Qitie	Topical
CPM02452	肛泰软膏	Gangtai Ruangao	Topical
CPM02453	肛泰栓	Gangtai Shuan	Topical
CPM02454	高力清心丸	Gaoli Qingxin Wan	Oral
CPM02455	高丽清心丸	Gaoli Qingxin Wan	Oral
CPM02456	高血压速降丸	Gaoxueya Sujiang Wan	Oral
CPM02457	葛蒡合剂	Gebang Heji	Oral
CPM02458	葛根芩连胶囊	Gegen Qinlian Jiaonang	Oral
CPM02459	葛根芩连颗粒	Gegen Qinlian Keli	Oral
CPM02460	葛根芩连口服液	Gegen Qinlian Koufuye	Oral
CPM02461	葛根芩连片	Gegen Qinlian Pian	Oral
CPM02462	葛根芩连丸	Gegen Qinlian Wan	Oral
CPM02463	葛根芩连微丸	Gegen Qinlian Weiwan	Oral
CPM02464	葛根汤合剂	Gegentang Heji	Oral
CPM02465	葛根汤颗粒	Gegentang Keli	Oral
CPM02466	葛根汤片	Gegentang Pian	Oral
CPM02467	葛根总黄酮	Gegen Zonghuangtong	Oral
CPM02468	葛洪脚气水	Gehong Jiaoqi Shui	Topical
CPM02469	葛兰心宁软胶囊	Gelan Xinning Ruanjiaonang	Oral
CPM02470	葛芪胶囊	Geqi Jiaonang	Oral
CPM02471	葛芪通脉颗粒	Geqi Tongmai Keli	Oral
CPM02472	葛山降脂颗粒	Geshan Jiangzhi Keli	Oral
CPM02473	葛酮通络胶囊	Getong Tongluo Jiaonang	Oral
CPM02474	给喜古纳丸	Geixi Guna Wan	Oral
CPM02475	根痛平胶囊	Gentongping Jiaonang	Oral
CPM02476	根痛平咀嚼片	Gentongping Jujuepian	Oral
CPM02477	根痛平颗粒	Gentongping Keli	Oral
CPM02478	根痛平片	Gentongping Pian	Oral
CPM02479	根痛平丸	Gentongping Wan	Oral
CPM02480	更辰胶囊	Genchen Jiaonang	Oral
CPM02481	更美宁胶囊	Gengmeining Jiaonang	Oral
CPM02482	更年安胶囊	Gengnian'an Jiaonang	Oral
CPM02483	更年安片	Gengnian'an Pian	Oral
CPM02484	更年安丸	Gengnian’an Wan	Oral
CPM02485	更年乐胶囊	Gengnianle Jiaonang	Oral
CPM02486	更年乐片	Gengnianle Pian	Oral
CPM02487	更年灵胶囊	Gengnianling Jiaonang	Oral
CPM02488	更年灵片	Gengnianling Pian	Oral
CPM02489	更年宁	Gengnian Ning	Oral
CPM02490	更年宁心胶囊	Gengnian Ningxin Jiaonang	Oral
CPM02491	更年舒片	Gengnianshu Pian	Oral
CPM02492	更年欣胶囊	Gengnianxin Jiaonang	Oral
CPM02493	更衣胶囊	Gengyi Jiaonang	Oral
CPM02494	更衣片	Gengyi Pian	Oral
CPM02495	功劳去火胶囊	Gonglao Quhuo Jiaonang	Oral
CPM02496	功劳去火片	Gonglao Quhuo Pian	Oral
CPM02497	宫环养血颗粒	Gonghuan Yangxue Keli	Oral
CPM02498	宫颈癌片	Gongjingai Pian	Oral
CPM02499	宫颈癌栓	Gongjingai Shuan	Oral
CPM02500	宫颈炎康栓	Gongjingyankang Shuan	Topical
CPM02501	宫瘤宁胶囊	Gongliuning Jiaonang	Oral
CPM02502	宫瘤宁颗粒	Gongliuning Keli	Oral
CPM02503	宫瘤宁片	Gongliuning Pian	Oral
CPM02504	宫瘤清胶囊	Gongliuqing Jiaonang	Oral
CPM02505	宫瘤清颗粒	Gongliuqing Kelli	Oral
CPM02506	宫瘤清片	Qongliuqing Pian	Oral
CPM02507	宫瘤消胶囊	Gongliuxiao Jiaonang	Oral
CPM02508	宫糜膏	Gongmi Gao	Topical
CPM02509	宫宁颗粒	Gongning Keli	Oral
CPM02510	宫血宁胶囊	Gongxuening Jiaonang	Oral
CPM02511	宫血停颗粒	Gongxueting Keli	Oral
CPM02512	宫炎康胶囊	Gongyankang Jiaonang	Oral
CPM02513	宫炎康颗粒	Gongyankang Keli	Oral
CPM02514	宫炎平滴丸	Gongyanping Diwan	Oral
CPM02515	宫炎平分散片	Gongyanping Fensan Pian	Oral
CPM02516	宫炎平胶囊	Gongyanping Jiaonang	Oral
CPM02517	宫炎平片	Gongyanping Pian	Oral
CPM02518	宫月舒胶囊	Gongyueshu Jiaonang	Oral
CPM02519	钩藤决明颗粒	Gouteng Jueming Keli	Oral
CPM02520	钩藤片	Gouteng Pian	Oral
CPM02521	狗皮膏	Goupi Gao（Gaijin Xing）	Topical
CPM02522	枸杞巴戟酒	Gouqibaji Jiu	Oral
CPM02523	枸杞膏	Gouqi Gao	Oral
CPM02524	枸杞消渴胶囊	Gouqi Xiaoke Jiaonang	Oral
CPM02525	枸杞药酒	Gouqi Yaojiu	Oral
CPM02526	枸杞益肾胶囊	Gouqi Yishen Jiaonang	Oral
CPM02527	枸杞益元酒	Gouqi Yiyuan Jiu	Oral
CPM02528	古汉养生精	Guhan Yangsheng Jing	Oral
CPM02529	古汉养生精颗粒	Guhan Yangshengjing Keli	Oral
CPM02530	古汉养生精片	Guhan Yangshengjing Pian	Oral
CPM02531	古汉养生颗粒	Guhan Yangsheng Keli	Oral
CPM02532	古楼山跌打酒	Guloushan Dieda Jiu	Oral
CPM02533	古楼山跌打丸	Guloushan Dieda Wan	Oral
CPM02534	古威活络酊	Guwei Huoluo Ding	Oral
CPM02535	谷海生片	Guhaisheng Pian	Oral
CPM02536	股蓝蜂花胶囊	Gulan Fenghua Jiaonang	Oral
CPM02537	骨刺胶囊	Guci Jiaonang	Oral
CPM02538	骨刺宁胶囊		Oral
CPM02539	骨刺宁酒	Gucining Jiu	Oral
CPM02540	骨刺宁片	Gucining Pian	Oral
CPM02541	骨刺片	Guci Pian	Oral
CPM02542	骨刺平片	Guciping Pian	Oral
CPM02543	骨刺祛痛膏	Guci Qutong Gao	Topical
CPM02544	骨刺丸	Guci Wan（Shuimiwan）	Oral
CPM02545	骨刺消痛胶囊	Guci Xiaotong Jiaonang	Oral
CPM02546	骨刺消痛片	Guci Xiaotong Pian	Oral
CPM02547	骨刺消痛液	Guci Xiaotong Ye	Oral
CPM02548	骨风宁胶囊	Gufengning Jiaonang	Oral
CPM02549	骨骼风痛胶囊	Gugefengtong Jiaonang	Oral
CPM02550	骨骼风痛片	Guge Fengtong Pian	Oral
CPM02551	骨健灵膏	Gujianling Gao	Topical
CPM02552	骨筋丸	Gujin Wan	Oral
CPM02553	骨筋丸胶囊	Gujinwan Jiaonang	Oral
CPM02554	骨筋丸片	Gujinwan Pian	Oral
CPM02555	骨康胶囊	Gukang Jiaonang	Oral
CPM02556	骨剌平片	Gulaping Pian	Oral
CPM02557	骨痨敌注射液	Gulaodi Zhusheye	Injection
CPM02558	骨力胶囊	Guli Jiaonang	Oral
CPM02559	骨苓通痹丸	Guling Tongbi Wan	Oral
CPM02560	骨龙胶囊	Gulong Jiaonang	Oral
CPM02561	骨疏康胶囊	Gushukang Jiaonang	Oral
CPM02562	骨疏康颗粒	Gushukang Keli	Oral
CPM02563	骨松宝胶囊	Gusongbao Jiaonang	Oral
CPM02564	骨松宝颗粒	Gusongbao Keli	Oral
CPM02565	骨松康合剂	Gusongkang Heji	Oral
CPM02566	骨泰酊	Gutai Ding	Topical
CPM02567	骨通贴膏	Gutong Tiegao	Topical
CPM02568	骨痛灵酊	Gutongling Ding	Topical
CPM02569	骨痛丸	Gutong Wan	Oral
CPM02570	骨痛药酒	Gutong Yaojiu	Oral
CPM02571	骨仙片	Guxian Pian（Baomoyipian）	Oral
CPM02572	骨炎灵片	Guyanling Pian	Oral
CPM02573	骨友灵巴布膏	Guyouling Babugao	Topical
CPM02574	骨友灵搽剂	Guyouling Chaji	Topical
CPM02575	骨友灵贴膏	Guyouling Tiegao	Topical
CPM02576	骨愈灵胶囊		Oral
CPM02577	骨愈灵片	Guyuling Pian	Oral
CPM02578	骨增生镇痛膏	Guzengsheng Zhentong Gao	Topical
CPM02579	骨增消胶囊	Guzengxiao Jiaonang	Oral
CPM02580	骨增消片	Guzengxiao Pian	Oral
CPM02581	骨折挫伤胶囊	Guzhe Cuoshang Jiaonang	Oral
CPM02582	骨折再生丸	Guzhe Zaisheng Wan	Oral
CPM02583	骨质宁搽剂	Guzhining Chaji	Topical
CPM02584	臌症丸	Guzheng Wan	Oral
CPM02585	固本咳喘胶囊	Guben Kechuan Jiaonang	Oral
CPM02586	固本咳喘颗粒	Guben Kechuan Keli	Oral
CPM02587	固本咳喘片	Guben Kechuan Pian	Oral
CPM02588	固本回元口服液	Gubenhuiyuan Koufuye	Oral
CPM02589	固本明目颗粒	Guben Mingmu Keli	Oral
CPM02590	固本强身胶囊	Cuben Qiangshen Jiaonang	Oral
CPM02591	固本统血颗粒	Guben Tongxue Keli	Oral
CPM02592	固本丸	Guben Wan	Oral
CPM02593	固本延龄丸	Guben Yanling Wan	Oral
CPM02594	固本益肠胶囊	Guben Yichang Jiaonang	Oral
CPM02595	固本益肠片	Guben Yichang Pian	Oral
CPM02596	固本止咳膏	Guben Zhike Gao	Oral
CPM02597	固肠胶囊	Guchang Jiaonang	Oral
CPM02598	固肠止泻胶囊	Guchang Zhixie Jiaonang	Oral
CPM02599	固肠止泻丸	Guchang Zhixie Wan	Oral
CPM02600	固齿散	Guchi San	Topical
CPM02601	固经丸	Gujing Wan	Oral
CPM02602	固精补肾丸	Gujing Bushen Wan	Oral
CPM02603	固精参茸丸	Gujing Shenrong Wan	Oral
CPM02604	固精麦斯哈胶囊	Gujing Maisiha Jiaonang	Oral
CPM02605	固精麦斯哈片	Gujingmaisiha Pian	Oral
CPM02606	固精养元合剂	Gujing Yangyuan Heji	Oral
CPM02607	固肾安胎丸	Gushen Antai Wan	Oral
CPM02608	固肾补气散	Gushen Buqi San	Oral
CPM02609	固肾定喘丸	Gushen Dingchuan Wan	Oral
CPM02610	固肾口服液	Gushen Koufuye	Oral
CPM02611	固肾生发丸	Gushen Shengfa Wan	Oral
CPM02612	固元颗粒	Guyuan Keli	Oral
CPM02613	瓜蒌皮注射液	Gualoupi Zhusheye	Injection
CPM02614	关节风痛丸	Guanjie Fengtong Wan	Oral
CPM02615	关节解痛膏	Guanjie Jietong Gao	Topical
CPM02616	关节克痹丸	Guanjie Kebi Wan	Oral
CPM02617	关节炎膏	Guanjieyan Gao	Topical
CPM02618	关节镇痛膏	Guanjie Zhentong Gao	Topical
CPM02619	关节止痛膏	Guanjie Zhitong Gao	Topical
CPM02620	关通舒胶囊	Guantongshu Jiaonang	Oral
CPM02621	关通舒口服液	Guantongshu Koufuye	Oral
CPM02622	冠脉康胶囊	Guanmaikang Jiaonang	Oral
CPM02623	冠脉康片	Guanmaikang Pian	Oral
CPM02624	冠脉乐片	Guanmaile Pian	Oral
CPM02625	冠脉宁胶囊	Guanmaining Jiaonang	Oral
CPM02626	冠脉宁片	Guanmaining Pian	Oral
CPM02627	冠脉通片	Guanmaitong Pian	Oral
CPM02628	冠心安滴丸	Guanxin' an Diwan	Oral
CPM02629	冠心安口服液	Guanxin' an Koufuye	Oral
CPM02630	冠心保软胶囊	Guanxinbao Ruanjiaonnang	Oral
CPM02631	冠心丹参滴丸	Guanxin Danshen Diwan	Oral
CPM02632	冠心丹参胶囊	Guanxin Danshen Jiaonang	Oral
CPM02633	冠心丹参颗粒	Guanxin Danshen Keli	Oral
CPM02634	冠心丹参片	Guanxin Danshen Pian	Oral
CPM02635	冠心丹芍片	Guanxin Danshao Pian	Oral
CPM02636	冠心膏	Guanxin Gao	Topical
CPM02637	冠心静胶囊	Guanxinjing Jiaonang	Oral
CPM02638	冠心康片	Guanxinkang Pian	Oral
CPM02639	冠心宁注射液	Guanxinning Zhusheye	Injection
CPM02640	冠心七味滴丸	Guanxin Qiwei Diwan	Oral
CPM02641	冠心七味胶囊	Guanxin Qiwei Jiaonang	Oral
CPM02642	冠心七味片	Guanxin Qiwei Pian	Oral
CPM02643	冠心生脉口服液	Guanxin Shengmai Koufuye	Oral
CPM02644	冠心生脉丸	Guanxin Shengmai Wan	Oral
CPM02645	冠心舒通胶囊	Guanxin Shutong Jiaonang	Oral
CPM02646	冠心苏合滴丸	Guanxin Suhe Diwan	Oral
CPM02647	冠心苏合胶囊	Guanxin Suhe Jiaonang	Oral
CPM02648	冠心苏合软胶囊	Guanxin Suhe Ruanjiaonang	Oral
CPM02649	冠心苏合丸	Guanxin Suhe Wan	Oral
CPM02650	冠心泰丸	Guanxintai Wan	Oral
CPM02651	冠心通片	Guanxintong Pian	Oral
CPM02652	冠心丸	Guanxin Wan	Oral
CPM02653	贯防感冒片	Guanfang Ganmao Pian	Oral
CPM02654	贯黄感冒胶囊	Guanhuang Ganmao Jiaonang	Oral
CPM02655	贯黄感冒颗粒	Guanhuang Ganmao Keli	Oral
CPM02656	光明盐四味胶囊	Guangmingyan Siwei Jiaonang	Oral
CPM02657	广东凉茶	Guangdong Liangcha	Oral
CPM02658	广东凉茶颗粒	Guangdong Liangcha Keli	Oral
CPM02659	广东神曲	Guangdong Shenqu	Oral
CPM02660	广枣通脉胶囊	Guangzao Tongmai Jiaonang	Oral
CPM02661	归柏化瘀胶囊	Guibai Huayu Jiaonang	Oral
CPM02662	归参补血片	Guishen Buxue Pian	Oral
CPM02663	归灵痛经宁颗粒	Guiling Tongjingning Keli	Oral
CPM02664	归龙筋骨宁片	Guilong Jinguning Pian	Oral
CPM02665	归麻止痛膏	Guima Zhitong Gao	Topical
CPM02666	归脾合剂	Guipi Heji	Oral
CPM02667	归脾胶囊	Guipi Jiaonang	Oral
CPM02668	归脾颗粒	Guipi Keli	Oral
CPM02669	归脾片	Guipi Pian	Oral
CPM02670	归脾丸	Guipi Wan	Oral
CPM02671	归脾液	Guipi Ye	Oral
CPM02672	归芪补血口服液	Guiqi Buxue Koufuye	Oral
CPM02673	归芪活血胶囊	Guiqi Huoxue Jiaonang	Oral
CPM02674	归芪颗粒	Guiqi Keli	Oral
CPM02675	归芪口服液	Guiqi Koufuye	Oral
CPM02676	归芪三七口服液	Guiqi Sanqi Koufuye	Oral
CPM02677	归芪养血口服液	Guiqi Yangxue Koufuye	Oral
CPM02678	归芪养血糖浆	Guiqi Yangxue Tangjiang	Oral
CPM02679	归芪养血益气口服液	Guiqi Yangxue Yiqi Koufuye	Oral
CPM02680	归杞乌鸡胶囊	Guiqi Wuji Jiaonang	Oral
CPM02681	归芍地黄丸	Guishao Dihuang Wan	Oral
CPM02682	归芍调经胶囊	Guishao Tiaojing Jiaonang	Oral
CPM02683	归芍调经片	Guishao Tiaojing Pian	Oral
CPM02684	归芍活血胶囊	Guishao Huoxue Jiaonang	Oral
CPM02685	归芍六君丸	Guishao Liujun Wan	Oral
CPM02686	归肾丸	Guishen Wan	Oral
CPM02687	归芎花粉口服液	Guixiong Huafen Koufuye	Oral
CPM02688	归元健脑片	Guiyuan Jiannao Pian	Oral
CPM02689	归元筋骨宁湿敷剂	Guiyuanjinguning Shifuji	Topical
CPM02690	归圆口服液	Guiyuan Koufuye	Oral
CPM02691	龟黄补酒	Guihuang Bujiu	Oral
CPM02692	龟甲胶	Guijia Jiao	Oral
CPM02693	龟甲胶颗粒	Guijiajiao Keli	Oral
CPM02694	龟甲散	Guijia San	Oral
CPM02695	龟甲养阴片	Guijia Yangyin Pian	Oral
CPM02696	龟胶养阴颗粒	Guijiao Yangyin Keli	Oral
CPM02697	龟苓膏	Guiling Gao	Oral
CPM02698	龟龄集	Guilingji	Oral
CPM02699	龟龙丸	Guilong Wan	Oral
CPM02700	龟龙中风丸	Guilong Zhongfeng Wan	Oral
CPM02701	龟鹿补肾口服液	Guilu Bushen Koufuye	Oral
CPM02702	龟鹿补肾片	Guilu Bushen Pian	Oral
CPM02703	龟鹿补肾丸	Guilu Bushen Wan	Oral
CPM02704	龟鹿二胶丸	Guilu Erjiao Wan	Oral
CPM02705	龟鹿二仙膏	Guilu Erxian Gao	Oral
CPM02706	龟鹿二仙口服液	Guilu Erxian Koufuye	Oral
CPM02707	龟鹿宁神丸	Guilu Ningshen Wan	Oral
CPM02708	龟鹿益肾胶囊	Guilu Yishen Jiaonang	Oral
CPM02709	龟芪参口服液	Guiqishen Koufuye	Oral
CPM02710	龟芪壮骨颗粒	Guiqi Zhuanggu Keli	Oral
CPM02711	龟茸壮骨片	Guirong Zhuanggu Pian	Oral
CPM02712	龟蛇酒	Guishe Jiu	Oral
CPM02713	桂附地黄胶囊	Guifu Dihuang Jiaonang	Oral
CPM02714	桂附地黄颗粒	Guifu Dihuang Keli	Oral
CPM02715	桂附地黄口服液	Guifu Dihuang Koufuye	Oral
CPM02716	桂附地黄片	Guifu Dihuang Pian	Oral
CPM02717	桂附地黄丸	Guifu Dihuang Wan	Oral
CPM02718	桂附理中丸	Guifu Lizhong Wan	Oral
CPM02719	桂黄清热颗粒	Guihuang Qingre Keli	Oral
CPM02720	桂林西瓜霜	Guilin Xiguashuang	Topical
CPM02721	桂林西瓜霜含片	Guilin Xiguashuang Hanpian	Oral
CPM02722	桂林西瓜霜胶囊	Guilin Xiguashuang Jiaonang	Oral
CPM02723	桂灵丹	Guiling Dan	Oral
CPM02724	桂灵胶囊	Guiling Jiaonang	Oral
CPM02725	桂灵片	Guiling Pian	Oral
CPM02726	桂灵丸	Guiling Wan	Oral
CPM02727	桂龙咳喘宁胶囊	Guilong Kechuanning Jiaonang	Oral
CPM02728	桂龙咳喘宁颗粒	Guilong Kechuanning Keli	Oral
CPM02729	桂龙咳喘宁片	Guilong Kechuanning Pian	Oral
CPM02730	桂龙药膏	Guilong Yaogao	Oral
CPM02731	桂龙药酒	Guilong Yaojiu	Oral
CPM02732	桂龙益肾通络口服液	Guilong Yishen Tongluo Koufuye	Oral
CPM02733	桂皮酊	Guipi Ding	Oral
CPM02734	桂蒲肾清胶囊	Guipu Shenqing Jiaonang	Oral
CPM02735	桂蒲肾清片	Guipu Shenqing Pian	Oral
CPM02736	桂茸枸杞酒	Guirong Gouqi Jiu	Oral
CPM02737	桂茸固本丸	Guirong Guben Wan	Oral
CPM02738	桂芍镇痫片	Guishao Zhenxian Pian	Oral
CPM02739	桂香祛暑散	Guixiang Qushu San	Oral
CPM02740	桂圆琼玉冲剂	Guiyuan Qiongyu Chongji	Oral
CPM02741	桂圆琼玉颗粒	Guiyuan Qiongyu Keli	Oral
CPM02742	桂枝茯苓胶囊	Guizhi Fuling Jiaonang	Oral
CPM02743	桂枝茯苓片	Guizhi Fuling Pian	Oral
CPM02744	桂枝茯苓丸	Guizhi Fuling Wan	Oral
CPM02745	桂枝合剂	Guizhi Heji	Oral
CPM02746	桂枝颗粒	Guizhi Keli	Oral
CPM02747	国公酒	Guogong Jiu	Oral
CPM02748	哈敦海鲁木勒九味丸	Hadun Hailumule Jiuwei Wan	Oral
CPM02749	哈敦海鲁木勒十三味丸	Hadun Hailumule Shisanwei Wan	Oral
CPM02750	哈日十二味散	Hari Shierwei San	Oral
CPM02751	蛤蚧补肾胶囊	Gejie Bushen Jiaonang	Oral
CPM02752	蛤蚧补肾丸	Gejie Bushen Wan	Oral
CPM02753	蛤蚧大补胶囊	Gejie Dabu Jiaonang	Oral
CPM02754	蛤蚧大补丸	Gejie Dabuwan	Oral
CPM02755	蛤蚧定喘胶囊	Gejie Dingchuan Jiaonang	Oral
CPM02756	蛤蚧定喘丸	Gejie Dingchuan Wan	Oral
CPM02757	蛤蚧养肺丸	Gejie Yangfei Wan	Oral
CPM02758	蛤蚧治痨丸	Gejie Zhilao Wan	Oral
CPM02759	蛤杞白术胶囊	Geqi Baizhu Jiaonang	Oral
CPM02760	咳喘安口服液	Kechuan’an Koufuye	Oral
CPM02761	咳喘膏	Kechuan Gao	Topical
CPM02762	咳喘静糖浆	Kechuanjing Tangjiang	Oral
CPM02763	咳喘宁	Kechuanning	Oral
CPM02764	咳喘宁合剂	Kechuanning Heji	Oral
CPM02765	咳喘宁颗粒	Kechuanning Keli	Oral
CPM02766	咳喘宁口服液	Kechuanning Koufuye	Oral
CPM02767	咳喘宁片	Kechuanning Pian	Oral
CPM02768	咳喘清片	Kechuanqing Pian	Oral
CPM02769	咳喘舒片	Kechuanshu Pian	Oral
CPM02770	咳喘顺丸	kechuanshun Wan	Oral
CPM02771	咳喘停膏	Kechuanting Gao	Oral
CPM02772	咳喘丸	Kechuan Wan	Oral
CPM02773	咳感康口服液	Kegankang Koufuye	Oral
