CHP_ID	Chinese_herbal_pieces	Chinese_synonyms	Pinyin_term	English_term	Sources
CHP02781	迷迭香		mi die xiang	Rosemary	Viridiplantae
CHP02782	迷果芹		mi guo qin	Thin Sphallerocarpus	Viridiplantae
CHP02783	猕猴梨叶		mi hou li ye	Actinidia arguta	Viridiplantae
CHP02784	猕猴桃		mi hou tao	Yangtao Actinidia	Viridiplantae
CHP02785	猕猴桃根		mi hou tao gen	Actinidia Chinensis Planch	Viridiplantae
CHP02786	猕猴桃藤		mi hou tao teng	Actinidia chinensis	Viridiplantae
CHP02787	米百合		mi bai he	Fritillaria davidii	Viridiplantae
CHP02788	米饭花果		mi fan hua guo	Vaccinium sprengelii	Viridiplantae
CHP02789	米皮糠		mi pi kang	Rice Spermoderm	Viridiplantae
CHP02790	米伞花		mi san hua	Primula cernua	Viridiplantae
CHP02791	米碎花		mi sui hua	Eurya chinensis	Viridiplantae
CHP02792	米碎花根		mi sui hua gen	Eurya chinensis	Viridiplantae
CHP02793	米碎木皮		mi sui mu pi	Ilex godajam	Viridiplantae
CHP02794	米团花		mi tuan hua	Leucosceptrum canum	Viridiplantae
CHP02795	米油		mi you	Oryza sativa	Viridiplantae
CHP02796	米仔兰		mi zai lan	Pear Aglaia; Chu-lan Tree	Viridiplantae
CHP02797	米仔兰花	米兰花	mi zai lan hua	Aglaia odorata	Viridiplantae
CHP02798	密花草		mi hua cao	Bergia ammannioides	Viridiplantae
CHP02799	密花角蒿		mi hua jiao hao	Incarvillea compacta	Viridiplantae
CHP02800	密毛桃叶珊瑚根	西藏桃叶珊瑚根	mi mao tao ye shan hu gen	Aucuba himalaica	Viridiplantae
CHP02801	密毛桃叶珊瑚果	长叶珊瑚果|西藏桃叶珊瑚果	mi mao tao ye shan hu guo	Aucuba himalaica	Viridiplantae
CHP02802	密毛桃叶珊瑚叶	西藏桃叶珊瑚叶	mi mao tao ye shan hu ye	Aucuba himalaica	Viridiplantae
CHP02803	密蒙花		mi meng hua	Flos Buddlejae	Viridiplantae
CHP02804	密叶天胡荽		mi ye tian hu sui	Hydrocotyle pseudoconferta	Viridiplantae
CHP02805	密枝问荆		mi zhi wen jing	Equisetum diffusum	Viridiplantae
CHP02806	蜜柑草		mi gan cao	Cathetus ussuriensis	Viridiplantae
CHP02807	蜜桶花	蜂糖罐	mi tong hua	Brandisia hancei	Viridiplantae
CHP02808	绵萆薢		mian bi xie	Dioscoreae Septemlo Bae Rhizoma	Viridiplantae
CHP02809	绵参	光杆琼	mian can	Eriophyton wallichii	Viridiplantae
CHP02810	绵马贯众炭		mian ma guan zhong tan	Dryopteris crassirhizoma	Viridiplantae
CHP02811	绵毛金腰		mian mao jin yao	Chrysosplenium lanuginosum	Viridiplantae
CHP02812	绵三七		mian san qi	Eriosema himalaicum	Viridiplantae
CHP02813	绵藤		mian teng	Pale Bittersweet	Viridiplantae
CHP02814	绵枣儿		mian zao er	Common Squill	Viridiplantae
CHP02815	棉花		mian hua	Levant Cotton Equivalent plant: Gossypium hirsutum, Gossypium barbadense	Viridiplantae
CHP02816	棉花根		mian hua gen	Radix Gossypii	Viridiplantae
CHP02817	棉花壳		mian hua ke	Pericarpium Gossypii herbacei	Viridiplantae
CHP02818	棉花藤		mian hua teng	Clematis apiifolia	Viridiplantae
CHP02819	棉花子		mian hua zi	Semen Gossypii	Viridiplantae
CHP02820	缅茄		mian jia	Afzelia xylocarpa	Viridiplantae
CHP02821	缅枣		mian zao	Indian Jujube	Viridiplantae
CHP02822	面筋		mian jin	Triticum aestivum	Viridiplantae
CHP02823	面头叶		mian tou ye	Smallleaf Knema	Viridiplantae
CHP02824	明党参		ming dang shen	Medicinal Changium	Viridiplantae
CHP02825	明萼草		ming e cao	Rungia chinensis	Viridiplantae
CHP02826	榠樝		ming zha	Chaenomeles sinensis	Viridiplantae
CHP02827	膜缘木香		mo yuan mu xiang	Dolomiaea forrestii	Viridiplantae
CHP02828	磨盘草	台湾磨盘草	mo pan cao	Indian Abutilon	Viridiplantae
CHP02829	磨盘草子		mo pan cao zi	Abutilon indicum	Viridiplantae
CHP02830	磨盘根		mo pan gen	Abutilon indicum	Viridiplantae
CHP02831	魔芋	蒟蒻	mo yu	Amorphophallus variabilis	Viridiplantae
CHP02832	茉莉		mo li	Jasminum sambac	Viridiplantae
CHP02833	茉莉根		mo li gen	Jasminum sambac	Viridiplantae
CHP02834	茉莉花		mo li hua	Arabian Jasmine	Viridiplantae
CHP02835	茉莉花露		mo li hua lu	Jasminum sambac	Viridiplantae
CHP02836	茉莉叶		mo li ye	Jasminum sambac	Viridiplantae
CHP02837	墨旱莲	旱莲草	mo han lian	all-grass of Yerbadetajo	Viridiplantae
CHP02838	母草		mu cao	Lindernia crustacea	Viridiplantae
CHP02839	母菊		mu ju	Mayweed	Viridiplantae
CHP02840	母猪草		mu zhu cao	Dichocarpum auriculatum	Viridiplantae
CHP02841	母猪藤根		mu zhu teng gen	Causonis japonica	Viridiplantae
CHP02842	牡丹皮	牡皮	mu dan pi	Cortex Moutan	Viridiplantae
CHP02843	牡丹藤		mu dan teng	Clematis armandii	Viridiplantae
CHP02844	牡蒿		mu hao	Japanese Wormwood	Viridiplantae
CHP02845	牡蒿根		mu hao gen	root of Artemisia eriopoda	Viridiplantae
CHP02846	木半夏		mu ban xia	Elaeagnus multiflora	Viridiplantae
CHP02847	木半夏根		mu ban xia gen	Radix Elaeagni multiflorae	Viridiplantae
CHP02848	木半夏果实		mu ban xia guo shi	Elaeagnus multiflora	Viridiplantae
CHP02849	木半夏叶		mu ban xia ye	Elaeagnus multiflora	Viridiplantae
CHP02850	木本胡枝子皮		mu ben hu zhi zi pi	Lespedeza buergeri	Viridiplantae
CHP02851	木本胡枝子叶	女金丹|血人参|三叶青	mu ben hu zhi zi ye	Lespedeza buergeri	Viridiplantae
CHP02852	木本远志		mu ben yuan zhi	Polygala wattersii	Viridiplantae
CHP02853	木本猪毛菜		mu ben zhu mao cai	Xylosalsola arbuscula	Viridiplantae
CHP02854	木鳖根		mu bie gen	Momordica cochinchinensis	Viridiplantae
CHP02855	木鳖子		mu bie zi	Momordicae Semen	Viridiplantae
CHP02856	木鳖子根		mu bie zi gen	Momordica cochinchinensis	Viridiplantae
CHP02857	木达地黄		mu da di huang	Melochia corchorifolia	Viridiplantae
CHP02858	木大力王		mu da li wang	Neocinnamomum lecomtei	Viridiplantae
CHP02859	木豆		mu dou	Cajanus cajan	Viridiplantae
CHP02860	木豆叶		mu dou ye	Cajanus cajan	Viridiplantae
CHP02861	木防己	小青藤	mu fang ji	Radix Cocculi Trilobi	Viridiplantae
CHP02862	木芙蓉		mu fu rong	Cottonrose Hibiscus Flower	Viridiplantae
CHP02863	木瓜	秋木瓜	mu gua	Fructus Chaenomelis	Viridiplantae
CHP02864	木瓜根		mu gua gen	Radix Chaenomelis speciosae	Viridiplantae
CHP02865	木瓜核		mu gua he	Semen Chaenomelis speciosae	Viridiplantae
CHP02866	木瓜枝		mu gua zhi	Ramulus et Folium Chaenomelis speciosa	Viridiplantae
CHP02867	木荷		mu he	Fingerleaf Rodgersflower	Viridiplantae
CHP02868	木荷叶		mu he ye	Schima superba	Viridiplantae
CHP02869	木蝴蝶		mu hu die	Semen Oroxyli	Viridiplantae
CHP02870	木蝴蝶树皮		mu hu die shu pi	Indian Trumpetflower Bark	Viridiplantae
CHP02871	木黄连		mu huang lian	Berberis fordii	Viridiplantae
CHP02872	木姜子	大果木姜子油	mu jiang zi	Pungent Litse	Viridiplantae
CHP02873	木姜子根		mu jiang zi gen	Litsea euosma	Viridiplantae
CHP02874	木姜子茎		mu jiang zi jing	Litsea euosma	Viridiplantae
CHP02875	木姜子叶		mu jiang zi ye	Litsea euosma	Viridiplantae
CHP02876	木锦鸡儿		mu jin ji er	Caragana frutex	Viridiplantae
CHP02877	木槿根		mu jin gen	Radix Hibisci syriaci	Viridiplantae
CHP02878	木槿花		mu jin hua	Shrubalthea Flower	Viridiplantae
CHP02879	木槿皮		mu jin pi	Cortex Hibisci Syriaci	Viridiplantae
CHP02880	木槿叶		mu jin ye	Folium Hibisci syriaci	Viridiplantae
CHP02881	木槿子		mu jin zi	Shrubalthea Fruit	Viridiplantae
CHP02882	木橘		mu ju	Sepiaria	Viridiplantae
CHP02883	木蜡树根		mu la shu gen	Toxicodendron sylvestre	Viridiplantae
CHP02884	木蜡树叶		mu la shu ye	Toxicodendron sylvestre	Viridiplantae
CHP02885	木兰花	天目木兰	mu lan hua	Magnolia cylindrica	Viridiplantae
CHP02886	木兰寄生		mu lan ji sheng	Taxillus limprichtii	Viridiplantae
CHP02887	木蓝		mu lan	True Indigo	Viridiplantae
CHP02888	木蓝根	大靛根	mu lan gen	Indigofera tinctoria	Viridiplantae
CHP02889	木榄	红树	mu lan	Common Bruguiera;True  Indigo	Viridiplantae
CHP02890	木莲		mu lian	Manglietia fordiana	Viridiplantae
CHP02891	木莲果	乳源木莲果	mu lian guo	Magnolia fordiana	Viridiplantae
CHP02892	木麻黄		mu ma huang	Horsetail Beefwood	Viridiplantae
CHP02893	木麻黄种子		mu ma huang zhong zi	Casuarina equisetifolia	Viridiplantae
CHP02894	木棉		mu mian	Bombax ceiba	Viridiplantae
CHP02895	木棉根		mu mian gen	Bombax ceiba	Viridiplantae
CHP02896	木棉花		mu mian hua	Flower of Common Bombax	Viridiplantae
CHP02897	木棉皮		mu mian pi	Cortex Bombacis Malabarici	Viridiplantae
CHP02898	木天蓼	葛枣	mu tian liao	Silvervine Actinidia	Viridiplantae
CHP02899	木天蓼根		mu tian liao gen	Actinidia polygama	Viridiplantae
CHP02900	木天蓼子		mu tian liao zi	Actinidia polygama	Viridiplantae
CHP02901	木通	预知子|藏木通|五叶木通	mu tong	Caulis Akebiae	Viridiplantae
CHP02902	木通根		mu tong gen	Fiveleaf Akebia Root Equivalent plant: Akebia trifoliata var australis, Akebia trifoliata	Viridiplantae
CHP02903	木虾公		mu xia gong	Dendrobium lindleyi	Viridiplantae
CHP02904	木香	木香油|藏木香|云木香	mu xiang	Radix Aucklandiae	Viridiplantae
CHP02905	木香花		mu xiang hua	Rosa banksiae	Viridiplantae
CHP02906	木香子		mu xiang zi	Litsea veitchiana	Viridiplantae
CHP02907	木绣球茎		mu xiu qiu jing	Viburnum macrocephalum	Viridiplantae
CHP02908	木贼	木贼草	mu zei	Common Scouring Rush Herb	Viridiplantae
CHP02909	木竹子	山竹子|倒捻子	mu zhu zi	Garcinia multiflora	Viridiplantae
CHP02910	木竹子皮		mu zhu zi pi	Garcinia multiflora	Viridiplantae
CHP02911	木竹子油		mu zhu zi you	Garcinia multiflora	Viridiplantae
CHP02912	木苎麻		mu zhu ma	Boehmeria densiglomerata	Viridiplantae
CHP02913	苜蓿	野苜蓿|黄花苜蓿	mu xu	Alfalfa	Viridiplantae
CHP02914	苜蓿根		mu xu gen	Alfalfa Root	Viridiplantae
CHP02915	慕荷	索骨丹	mu he	Rodgersia aesculifolia	Viridiplantae
CHP02916	拿虎		na hu	Pilea tsiangiana	Viridiplantae
CHP02917	耐冬果		nai dong guo	Cotoneaster microphyllus	Viridiplantae
CHP02918	南板蓝根	马蓝根	nan ban lan gen	Indigowoad root	Viridiplantae
CHP02919	南赤瓟		nan chi bo	Thladiantha nudiflora	Viridiplantae
CHP02920	南川升麻		nan chuan sheng ma	Nanchuan Bugbane	Viridiplantae
CHP02921	南丹参		nan dan shen	Bowley Sage	Viridiplantae
CHP02922	南方红豆杉		nan fang hong dou shan	Taxus mairei	Viridiplantae
CHP02923	南方荚蒾		nan fang jia mi	Viburnum fordiae	Viridiplantae
CHP02924	南方菟丝子		nan fang tu si zi	South Dodder Seed	Viridiplantae
CHP02925	南瓜		nan gua	Cushaw	Viridiplantae
CHP02926	南瓜蒂		nan gua di	Cucurbita moschata	Viridiplantae
CHP02927	南瓜根		nan gua gen	Cucurbita moschata	Viridiplantae
CHP02928	南瓜花		nan gua hua	Cucurbita moschata	Viridiplantae
CHP02929	南瓜藤		nan gua teng	Cucurbita moschata	Viridiplantae
CHP02930	南瓜子		nan gua zi	Semen Cucurbitae	Viridiplantae
CHP02931	南岭黄檀		nan ling huang tan	Dalbergia balansae	Viridiplantae
CHP02932	南牡蒿		nan mu hao	Artemisia Eriopoda	Viridiplantae
CHP02933	南木香	小南木香	nan mu xiang	Aristolochia yunnanensis	Viridiplantae
CHP02934	南山藤		nan shan teng	Twisting Dregea	Viridiplantae
CHP02935	南蛇竻	南蛇簕|苦石莲	nan she le	Caesalpinia minax	Viridiplantae
CHP02936	南蛇竻根		nan she le gen	Caesalpinia minax	Viridiplantae
CHP02937	南蛇竻苗		nan she le miao	Caesalpinia minax	Viridiplantae
CHP02938	南蛇藤	光果南蛇藤|毛脉南蛇藤	nan she teng	Oriental Bittersweet	Viridiplantae
CHP02939	南蛇藤根		nan she teng gen	Oriental Bittersweet Root	Viridiplantae
CHP02940	南蛇藤果		nan she teng guo	Celastri Orbiculati Fructus	Viridiplantae
CHP02941	南蛇藤叶		nan she teng ye	Oriental Bittersweet Leaf	Viridiplantae
CHP02942	南酸枣	广枣	nan suan zao	Axillary Southem Wildjujube	Viridiplantae
CHP02943	南藤	石南藤	nan teng	Piper wallichii	Viridiplantae
CHP02944	南天竹		nan tian zhu	Nandina domestica	Viridiplantae
CHP02945	南天竹根		nan tian zhu gen	Common Nandina Root	Viridiplantae
CHP02946	南天竹梗		nan tian zhu geng	Common Nandina Stem	Viridiplantae
CHP02947	南天竹叶		nan tian zhu ye	Common Nandina Leaf	Viridiplantae
CHP02948	南天竹子		nan tian zhu zi	Common Nandina Fruit	Viridiplantae
CHP02949	南亚新木姜		nan ya xin mu jiang	Neolitsea zeylanica	Viridiplantae
CHP02950	南粤马兜铃		nan yue ma dou ling	Aristolochia howii	Viridiplantae
CHP02951	南烛	小米柴|小果南烛	nan zhu	Oriental Blueberry Fruit	Viridiplantae
CHP02952	南烛根	乌饭树	nan zhu gen	Vaccinium bracteatum	Viridiplantae
CHP02953	南烛叶		nan zhu ye	Vaccinium bracteatum	Viridiplantae
CHP02954	南烛子		nan zhu zi	Oriental Blueberry Fruit	Viridiplantae
CHP02955	楠木	楠材	nan mu	Nanmu	Viridiplantae
CHP02956	楠木皮		nan mu pi	Phoebe zhennan	Viridiplantae
CHP02957	楠藤		nan teng	Mussaenda erosa	Viridiplantae
CHP02958	囊距翠雀		nang ju cui que	Delphinium brunonianum	Viridiplantae
CHP02959	尼泊尔鸢尾子		ni po er yuan wei zi	Iris decora	Viridiplantae
CHP02960	泥炭藓		ni tan xian	Sphagnum girgensohnii Russ.	Viridiplantae
CHP02961	拟进里香		ni jin li xiang	Thymus proximus	Viridiplantae
CHP02962	拟囊果芹		ni nang guo qin	Physospermopsis delavayi	Viridiplantae
CHP02963	娘娘菜		niang niang cai	Lepyrodiclis holosteoides	Viridiplantae
CHP02964	鸟不企		niao bu qi	Aralia decaisneana	Viridiplantae
CHP02965	鸟不企叶		niao bu qi ye	Aralia decaisneana	Viridiplantae
CHP02966	宁波溲疏		ning bo sou shu	Deutzia ningpoensis	Viridiplantae
CHP02967	柠檬		ning meng	Lemon	Viridiplantae
CHP02968	柠檬桉果		ning meng an guo	Corymbia citriodora	Viridiplantae
CHP02969	柠檬桉树脂		ning meng an shu zhi	Corymbia citriodora	Viridiplantae
CHP02970	柠檬桉叶		ning meng an ye	Lemon Eucalyptus Leaf	Viridiplantae
CHP02971	柠檬根		ning meng gen	Lemon  Root ; Lemon Root Equivalent plant: Citrus limonia	Viridiplantae
CHP02972	柠檬皮		ning meng pi	Lemon Pericarp Equivalent plant: Citrus limonia;Lemon Pericarp	Viridiplantae
CHP02973	柠檬叶		ning meng ye	Lemon Leaf Equivalent plant: Citrus limonia;Lemon Leaf	Viridiplantae
CHP02974	柠条		ning tiao	Caragana korshinskii	Viridiplantae
CHP02975	柠条根		ning tiao gen	Caragana korshinskii	Viridiplantae
CHP02976	柠条花		ning tiao hua	Caragana korshinskii	Viridiplantae
CHP02977	柠条子		ning tiao zi	Caragana korshinskii	Viridiplantae
CHP02978	柠条籽		ning tiao zi	Caragana korshinskii	Viridiplantae
CHP02979	牛白藤		niu bai teng	Oldenlandia hedyotidea	Viridiplantae
CHP02980	牛白藤根		niu bai teng gen	Oldenlandia hedyotidea	Viridiplantae
CHP02981	牛伴木		niu ban mu	Viburnum luzonicum	Viridiplantae
CHP02982	牛蒡		niu bang	Arctium lappa	Viridiplantae
CHP02983	牛蒡根		niu bang gen	Great Burdock Root	Viridiplantae
CHP02984	牛蒡茎叶		niu bang jing ye	Great Burdock	Viridiplantae
CHP02985	牛蒡子		niu bang zi	Fructus Arctii	Viridiplantae
CHP02986	牛鼻栓		niu bi shuan	Fortunearia sinensis	Viridiplantae
CHP02987	牛扁		niu bian	Puberulent Monkshood	Viridiplantae
CHP02988	牛抄藤		niu chao teng	Lygodium flexuosum	Viridiplantae
CHP02989	牛轭草		niu e cao	Murdannia loriformis	Viridiplantae
CHP02990	牛儿藤	石萝藤	niu er teng	Berchemia flavescens	Viridiplantae
CHP02991	牛耳大黄		niu er dai huang	Crisped Dock	Viridiplantae
CHP02992	牛耳大黄叶		niu er dai huang ye	Rumex crispus	Viridiplantae
CHP02993	牛耳朵		niu er duo	Primulina eburnea	Viridiplantae
CHP02994	牛耳枫		niu er feng	Daphniphyllum calycinum	Viridiplantae
CHP02995	牛耳枫根		niu er feng gen	Daphniphyllum calycinum	Viridiplantae
CHP02996	牛耳枫枝叶		niu er feng zhi ye	Daphniphyllum calycinum	Viridiplantae
CHP02997	牛耳枫子		niu er feng zi	Calyx-shaped Daphniphyllum Fruit	Viridiplantae
CHP02998	牛角瓜		niu jiao gua	Calotropis gigantea	Viridiplantae
CHP02999	牛角七		niu jiao qi	Aralia apioides	Viridiplantae
CHP03000	牛筋草		niu jin cao	Eleusine indica	Viridiplantae
CHP03001	牛筋刺寄生		niu jin ci ji sheng	Taxillus thibetensis	Viridiplantae
CHP03002	牛筋果		niu jin guo	Perforated Harrisonia	Viridiplantae
CHP03003	牛马藤		niu ma teng	Mucuna sempervirens	Viridiplantae
CHP03004	牛毛草		niu mao cao	Bulbostylis barbata	Viridiplantae
CHP03005	牛目椒	伞花马钱	niu mu jiao	Strychnos cathayensis	Viridiplantae
CHP03006	牛奶柴		niu nai chai	Ficus erecta	Viridiplantae
CHP03007	牛奶浆草		niu nai jiang cao	Euphorbia sieboldiana	Viridiplantae
CHP03008	牛奶浆根		niu nai jiang gen	Ficus erecta	Viridiplantae
CHP03009	牛奶莓		niu nai mei	Rubus sumatranus	Viridiplantae
CHP03010	牛奶树	对叶榕	niu nai shu	Ficus hispida	Viridiplantae
CHP03011	牛奶树子		niu nai shu zi	Ficus hispida	Viridiplantae
CHP03012	牛皮草		niu pi cao	Medinilla assamica	Viridiplantae
CHP03013	牛舌草	牛舌草花	niu she cao	Toothedfruit Dock	Viridiplantae
CHP03014	牛舌癀		niu she huang	Callicarpa kochiana	Viridiplantae
CHP03015	牛舌头		niu she tou	Field Sowthistle	Viridiplantae
CHP03016	牛藤	木通七叶莲|川牛藤	niu teng	Stauntonia hexaphylla	Viridiplantae
CHP03017	牛藤果		niu teng guo	Stauntonia hexaphylla	Viridiplantae
CHP03018	牛尾菜		niu wei cai	Oxtail Greenbrier	Viridiplantae
CHP03019	牛尾独活		niu wei du huo	Hemsley Cowparsnip Equivalent plant: Heracleum yungningense, Heracleum moellendorffii	Viridiplantae
CHP03020	牛尾蒿		niu wei hao	Herba Artemisiae subdigitatae	Viridiplantae
CHP03021	牛尾泡		niu wei pao	Rubus ichangensis	Viridiplantae
CHP03022	牛西西	西藏酸模	niu xi xi	Radix Rumicis Patientiae	Viridiplantae
CHP03023	牛西西叶		niu xi xi ye	Rumex patientia	Viridiplantae
CHP03024	牛膝	倒扣草|酒牛膝|怀牛膝|酒川牛膝|土牛膝|川牛膝|云牛膝	niu xi	Radix Achyranthis Bidentatae	Viridiplantae
CHP03025	牛膝茎叶		niu xi jing ye	Caulis et Folium Achyranthi bidentatae	Viridiplantae
CHP03026	牛心果		niu xin guo	Annona reticulata	Viridiplantae
CHP03027	牛心茄子	海杧果	niu xin qie zi	Common Cerberustree	Viridiplantae
CHP03028	牛至		niu zhi	Origanum vulgare	Viridiplantae
CHP03029	扭肚藤		niu du teng	Jasminum elongatum	Viridiplantae
CHP03030	扭筋草	劲直酢浆草	niu jin cao	Oxalis stricta	Viridiplantae
CHP03031	扭序花	青箭	niu xu hua	Clinacanthus nutans	Viridiplantae
CHP03032	扭子菜		niu zi cai	Homocodon brevipes	Viridiplantae
CHP03033	钮子瓜		niu zi gua	Zehneria maysorensis	Viridiplantae
CHP03034	脓见愁		nong jian chou	Sida alnifolia	Viridiplantae
CHP03035	脓见愁根		nong jian chou gen	Sida alnifolia	Viridiplantae
CHP03036	奴柘刺		nu zhe ci	Maclura cochinchinensis	Viridiplantae
CHP03037	挪挪果		nuo nuo guo	Flacourtia indica	Viridiplantae
CHP03038	糯稻根		nuo dao gen	Glutinous Rice root	Viridiplantae
CHP03039	糯米		nuo mi	Oryza sativa	Viridiplantae
CHP03040	糯米藤		nuo mi teng	Gonostegia hirta	Viridiplantae
CHP03041	女儿红叶		nv er hong ye	Berchemia yunnanensis	Viridiplantae
CHP03042	女娄菜		nv lou cai	Silene aprica	Viridiplantae
CHP03043	女娄菜根		nv lou cai gen	Silene aprica	Viridiplantae
CHP03044	女菀		nv wan	Aster fastigiatus	Viridiplantae
CHP03045	女萎		nv wei	Clematis apiifolia	Viridiplantae
CHP03046	女贞根		nv zhen gen	Radix Ligustri lucidi	Viridiplantae
CHP03047	女贞皮		nv zhen pi	Ligustrum lucidum	Viridiplantae
CHP03048	女贞叶		nv zhen ye	Folium Ligustri lucidi	Viridiplantae
CHP03049	女贞子	酒女贞子	nv zhen zi	fruit of Glossy privet	Viridiplantae
CHP03050	欧当归		ou dang gui	Garden Lovage	Viridiplantae
CHP03051	欧活血丹	北刘寄奴|金钟茵陈|阴行草|铃茵陈	ou huo xue dan	Siphonostegia chinensis	Viridiplantae
CHP03052	欧绵马		ou mian ma	Dryopteris filix-mas (L.) Schott	Viridiplantae
CHP03053	欧鼠李		ou shu li	Glossy Buckthorn	Viridiplantae
CHP03054	欧泽芹		ou ze qin	Greater Water-parsnip	Viridiplantae
CHP03055	藕粉		ou fen	Nelumbo nucifera	Viridiplantae
CHP03056	藕节		ou jie	node of lotus rhizome	Viridiplantae
CHP03057	藕蔤	藕|藕片|鲜藕	ou mi	Nelumbo nucifera	Viridiplantae
CHP03058	爬地卷柏	小过江龙	pa di juan bai	Selaginella davidii	Viridiplantae
CHP03059	爬山猴		pa shan hou	Begonia wangii	Viridiplantae
CHP03060	爬树龙		pa shu long	Tetrastigma triphyllum	Viridiplantae
CHP03061	爬藤榕		pa teng rong	Ficus sarmentosa	Viridiplantae
CHP03062	帕梯	假菠萝	pa ti	Pandanus furcatus	Viridiplantae
CHP03063	帕梯果		pa ti guo	Pandanus furcatus	Viridiplantae
CHP03064	排钱草根		pai qian cao gen	Beautiful Phyllodium Root	Viridiplantae
CHP03065	盘肠草		pan chang cao	Cucurbita moschata	Viridiplantae
CHP03066	盘龙参		pan long can	Spiranthes sinensis	Viridiplantae
CHP03067	盘龙七		pan long qi	Bergenia scopulosa	Viridiplantae
CHP03068	螃蟹甲		pang xie jia	Phlomoides younghusbandii	Viridiplantae
CHP03069	螃蟹七		pang xie qi	Arisaema fargesii	Viridiplantae
CHP03070	胖大海		pang da hai	Boat-fruited Sterculia Seed	Viridiplantae
CHP03071	泡花树	灵寿茨	pao hua shu	Meliosma rigida	Viridiplantae
CHP03072	泡花子		pao hua zi	Symplocos cochinchinensis	Viridiplantae
CHP03073	泡囊草		pao nang cao	Common Physochlaina	Viridiplantae
CHP03074	泡囊草根		pao nang cao gen	Physochlaina physaloides	Viridiplantae
CHP03075	泡桐		pao tong	Fortune diarrhea	Viridiplantae
CHP03076	泡桐根		pao tong gen	Paulownia fortunei	Viridiplantae
CHP03077	泡桐果		pao tong guo	Fructus Paulowniae fortunei	Viridiplantae
CHP03078	泡桐花		pao tong hua	Flos Paulowniae fortunei	Viridiplantae
CHP03079	泡桐木皮		pao tong mu pi	Catalpa fargesii	Viridiplantae
CHP03080	泡桐树皮		pao tong shu pi	Paulownia fortunei	Viridiplantae
CHP03081	炮姜		pao jiang	Roasted Ginger	Viridiplantae
CHP03082	佩兰	千金花|泽兰叶	pei lan	Fortune Eupatorium Herb	Viridiplantae
CHP03083	蓬莪术		peng e shu	Curcuma zedoaria Rosc	Viridiplantae
CHP03084	蓬莱草		peng lai cao	Knotteflower Phyla Herb	Viridiplantae
CHP03085	蓬莱葛		peng lai ge	Gardneria multiflora	Viridiplantae
CHP03086	蓬蘽	乌泡刺|乌龙摆尾	peng lei	Rubus tephrodes	Viridiplantae
CHP03087	蓬子菜		peng zi cai	Yellow Bedstraw	Viridiplantae
CHP03088	蟛蜞菊		peng qi ju	Chinese Wedelia	Viridiplantae
CHP03089	披麻草根		pi ma cao gen	Veratrum taliense	Viridiplantae
CHP03090	披散糖芥	披散糖荠	pi san tang jie	Erysimum diffusum	Viridiplantae
CHP03091	披针叶毛茛		pi zhen ye mao gen	Ranunculus amurensis	Viridiplantae
CHP03092	披针叶兔耳风		pi zhen ye tu er feng	Ainsliaea lancifolia	Viridiplantae
CHP03093	披针叶卫矛	西南卫矛	pi zhen ye wei mao	Euonymus hamiltonianus	Viridiplantae
CHP03094	披针叶野决明	牧马豆	pi zhen ye ye jue ming	Thermopsis lanceolata	Viridiplantae
CHP03095	皮带香		pi dai xiang	Magnolia laevifolia	Viridiplantae
CHP03096	皮袋香根		pi dai xiang gen	Magnolia laevifolia	Viridiplantae
CHP03097	皮哨子		pi shao zi	Chuandian Soapberry Seed	Viridiplantae
CHP03098	枇杷	枇杷仁	pi pa	Loquat	Viridiplantae
CHP03099	枇杷核		pi pa he	Loquat Seed	Viridiplantae
CHP03100	枇杷花		pi pa hua	Eriobotrya japonica	Viridiplantae
CHP03101	枇杷木白皮		pi pa mu bai pi	Eriobotrya japonica	Viridiplantae
CHP03102	枇杷叶	蜜炙杷叶|蜜枇杷叶	pi pa ye	Loquat Leaf	Viridiplantae
CHP03103	枇杷芋		pi pa yu	Xylanche himalaica	Viridiplantae
CHP03104	啤酒花	野酒花	pi jiu hua	European Hop Female-flower	Viridiplantae
CHP03105	辟汗草	黄零陵香|草木樨	pi han cao	Daghestan Sweetclover	Viridiplantae
CHP03106	偏瓣花根		pian ban hua gen	Plagiopetalum esquirolii	Viridiplantae
CHP03107	偏翅唐松草		pian chi tang song cao	Delavay Meadowrue	Viridiplantae
CHP03108	偏翅唐松草根		pian chi tang song cao gen	Thaiictrum delavayi Franch.	Viridiplantae
CHP03109	偏叶白齿藓		pian ye bai chi xian	Leucodon secundus	Viridiplantae
CHP03110	飘拂草		piao fu cao	Dichotomous Fimbristylis	Viridiplantae
CHP03111	平贝母		ping bei mu	Ussuri Fritillary Bulb	Viridiplantae
CHP03112	平地木		ping di mu	Ardisia japonica	Viridiplantae
CHP03113	苹果		ping guo	Apple	Viridiplantae
CHP03114	瓶尔小草		ping er xiao cao	Adder’s Tongue	Viridiplantae
CHP03115	瓶蕨		ping jue	Vandenboschia auriculata	Viridiplantae
CHP03116	萍蓬草		ping peng cao	Cowlily	Viridiplantae
CHP03117	萍蓬草根		ping peng cao gen	Nuphar pumila	Viridiplantae
CHP03118	萍蓬草子		ping peng cao zi	Nuphar pumila	Viridiplantae
CHP03119	婆罗门参		po luo men can	Tragopogon porrifolius	Viridiplantae
CHP03120	婆罗门皂荚		po luo men zao jia	Goldenshower Senna Fruit	Viridiplantae
