CHP_ID	Chinese_herbal_pieces	Chinese_synonyms	Pinyin_term	English_term	Sources
CHP05949	虻虫		meng chong	Gadfly	Metazoa
CHP05950	麋骨		mi gu	Elaphurus davidianus	Metazoa
CHP05951	麋角		mi jiao	Elaphurus davidianus	Metazoa
CHP05952	麋茸		mi rong	Elaphurus davidianus	Metazoa
CHP05953	麋肉		mi rou	Elaphurus davidianus	Metazoa
CHP05954	麋脂		mi zhi	Elaphurus davidianus	Metazoa
CHP05955	蜜蜡		mi la	Apis cerana	Metazoa
CHP05956	牡狗阴茎	狗鞭	mu gou yin jing	Canis lupus	Metazoa
CHP05957	牡蛎	牡砺	mu li	Oyster	Metazoa
CHP05958	牡鼠粪		mu shu fen	Rattus norvegicus	Metazoa
CHP05959	泥鳅		ni qiu	Misgurnus anguillicaudatus	Metazoa
CHP05960	泥鳅滑液		ni qiu hua ye	Misgurnus anguillicaudatus	Metazoa
CHP05961	牛胆汁		niu dan zhi	Bubalus bubalis	Metazoa
CHP05962	牛黄	天然牛黄	niu huang	Cow-bezoar	Metazoa
CHP05963	牛角腮		niu jiao sai	Bos taurus	Metazoa
CHP05964	牛肾		niu shen	Ox Kidney	Metazoa
CHP05965	牛蹄		niu ti	Bos taurus	Metazoa
CHP05966	牛蹄甲		niu ti jia	Bos taurus	Metazoa
CHP05967	牛靥		niu ye	Bos taurus	Metazoa
CHP05968	盘羊角	山羊角	pan yang jiao	Ovis ammon	Metazoa
CHP05969	狍茸		pao rong	Capreolus capreolus	Metazoa
CHP05970	脐带		qi dai	Homo sapiens	Metazoa
CHP05971	蛴螬		qi cao	Grub	Metazoa
CHP05972	蕲蛇	酒蕲蛇	qi she	Long-noded Pit Viper	Metazoa
CHP05973	蜣螂		qiang lang	dung beetle	Metazoa
CHP05974	青娘子		qing niang zi	Lytta caraganae	Metazoa
CHP05975	青蛙		qing wa	Rana nigromaculata	Metazoa
CHP05976	青蛙胆		qing wa dan	Rana nigromaculata	Metazoa
CHP05977	青蟹		qing xie	Scylla serrata	Metazoa
CHP05978	青鱼		qing yu	Mylopharyngodon piceus	Metazoa
CHP05979	青鱼胆		qing yu dan	Mylopharyngodon piceus	Metazoa
CHP05980	蜻蜓		qing ting	Anax parthenope	Metazoa
CHP05981	鸲鹆		qu yu	Acridotheres cristatellus	Metazoa
CHP05982	鸜雉		qu zhi	Syrmaticus reevesii	Metazoa
CHP05983	全蝎		quan xie	Scorpion	Metazoa
CHP05984	雀		que	Passer montanus	Metazoa
CHP05985	雀卵		que luan	Passer montanus	Metazoa
CHP05986	雀脑		que nao	Passer montanus	Metazoa
CHP05987	雀瓮		que weng	Cnidocampa flavescens	Metazoa
CHP05988	蚺蛇肉		ran she rou	Python molurus bivittatus	Metazoa
CHP05989	人工牛黄		ren gong niu huang	Artificial Bezoar	Metazoa
CHP05990	人乳汁		ren ru zhi	Homo sapiens	Metazoa
CHP05991	人指甲		ren zhi jia	Homo sapiens	Metazoa
CHP05992	人中白		ren zhong bai	Human urine sediment	Metazoa
CHP05993	桑螵蛸		sang piao shao	Ootheca Mantidis	Metazoa
CHP05994	山鸡		shan ji	Gallus gallus	Metazoa
CHP05995	山羊血		shan yang xue	Blood of sheep	Metazoa
CHP05996	珊瑚		shan hu	Corallium rubrum	Metazoa
CHP05997	鳝鱼皮		shan yu pi	Monopterus albus	Metazoa
CHP05998	鳝鱼血		shan yu xue	Monopterus albus	Metazoa
CHP05999	蛇胆	蛇胆汁|干蛇胆	she dan	Ptyas korros	Metazoa
CHP06000	蛇蜕		she tui	Snake Slough	Metazoa
CHP06001	麝香	毛麝香|人工麝香	she xiang	Moschus	Metazoa
CHP06002	石笔海胆		shi bi hai dan	Heterocentrotus mammillatus	Metazoa
CHP06003	石蚕		shi can	Phryganea japonica	Metazoa
CHP06004	石决明		shi jue ming	Sea-ear Shell	Metazoa
CHP06005	石蛇		shi she	Reishia clavigera	Metazoa
CHP06006	石首鱼		shi shou yu	Pseudosciaena crocea	Metazoa
CHP06007	石首鱼鲞		shi shou yu xiang	Pseudosciaena crocea	Metazoa
CHP06008	石燕		shi yan	Spriferida Fossil	Metazoa
CHP06009	鼠		shu	Rattus norvegicus	Metazoa
CHP06010	鼠胆		shu dan	Rattus norvegicus	Metazoa
CHP06011	鼠妇		shu fu	Porcellio scaber	Metazoa
CHP06012	鼠皮		shu pi	Rattus norvegicus	Metazoa
CHP06013	水牛角		shui niu jiao	Cornu Bubali	Metazoa
CHP06014	水牛皮		shui niu pi	Bubalus bubalis	Metazoa
CHP06015	水蛭	制水蛭	shui zhi	Hirudo	Metazoa
CHP06016	酥油		su you	Bos taurus	Metazoa
CHP06017	獭胆		ta dan	Lutra lutra	Metazoa
CHP06018	獭肝		ta gan	Lutra lutra	Metazoa
CHP06019	獭骨		ta gu	Lutra lutra	Metazoa
CHP06020	獭皮毛		ta pi mao	Lutra lutra	Metazoa
CHP06021	獭肉		ta rou	Lutra lutra	Metazoa
CHP06022	獭四足		ta si zu	Lutra lutra	Metazoa
CHP06023	太阳海星		tai yang hai xing	Solaster dawsoni	Metazoa
CHP06024	体外培育牛黄		ti wai pei yu niu huang	Bos taurus	Metazoa
CHP06025	天鹅毛		tian e mao	Cygnus cygnus	Metazoa
CHP06026	田螺壳		tian luo ke	Cipangopaludina chinensis	Metazoa
CHP06027	田螺厣		tian luo yan	Cipangopaludina chinensis	Metazoa
CHP06028	突厥雀		tu jue que	Syrrhaptes paradoxus	Metazoa
